School Number,School Name,Telephone,Email^,Principal*,School Website,Street,Suburb,Town / City,Postal Address,Postal Address Suburb,Postal Address City,Postal Code,Urban/Rural,School Type,Definition,Authority,Donations,Gender of Students,KME Peak Body,Takiwā,Territorial Authority,Regional Council,Local Office,Education Region,General Electorate,Māori Electorate,Neighbourhood (SA2 code),Neighbourhood (SA2),Ward,Latitude,Longitude,Enrolment Scheme,Equity Index (EQI),Total School Roll,European / Pākehā,Māori,Pacific,Asian,MELAA,Other,International,Isolation Index,Language of Instruction,Boarding Facilities,Cohort Entry,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,St Leonards Road School,09-8187717,admin@stleonards.school.nz,Sharon Fuemana,http://www.stleonards.school.nz,15 St Leonards Road ,Kelston,Auckland,PO Box 69207,Glendene,Waitakere,0645,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kelston,Tāmaki Makaurau,130500,Kelston North,Whau Ward,-36.898887,174.662759,Yes,481,436,58,113,273,90,14,1,0,0.09,Some students taught in te reo Māori or a Pacific language,No,No,Open
1500,St Leo's Catholic School (Devonport),09-4459339,office@stleos.school.nz,Vimi Chandra,http://www.stleos.school.nz,102 Victoria Road ,Devonport,Auckland,PO Box 32064,Devonport,Auckland,0744,Major urban area,Contributing,,State : Integrated,Donations may be requested,Co-Educational,,,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,133000,Devonport,North Shore Ward,-36.825322,174.796563,No,380,55,45,9,5,11,2,0,0,0.25,All students taught in English/other setting,No,No,Open
1501,St Mark's School (Pakuranga),09-5765296,admin@stmarks.school.nz,Tracey Kopua,http://www.stmarks.school.nz/,334 Pakuranga Road ,Pakuranga,Auckland,PO Box 82106,Highland Park,Manukau,2143,Major urban area,Contributing,,State : Integrated,Donations may be requested,Co-Educational,,,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,149200,Sunnyhills East,Howick Ward,-36.901451,174.897150,No,379,204,58,11,40,128,13,1,0,0.33,All students taught in English/other setting,No,No,Open
1502,St Mary's Catholic School (Papakura),09-2984450,office@stmaryspapakura.school.nz,Audrey Kippen,http://www.stmaryspapakura.school.nz,54 Clark Road ,,Papakura,54 Clark Road,Pahurehure,Papakura,2113,Major urban area,Contributing,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,,Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,163100,Pahurehure,Manurewa-Papakura Ward,-37.071188,174.936510,No,425,389,171,63,105,142,20,1,0,0.35,All students taught in English/other setting,No,No,Open
1503,St Mary's Catholic School (Avondale),09-8285599,stmarysoffice@stmarysavondale.school.nz,Kathryn Hira,http://www.stmarysavondale.school.nz,2136 Great North Road ,Avondale,Auckland,2136 Great North Road,Avondale,Auckland,0600,Major urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,,Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,New Lynn,Tāmaki Makaurau,135000,Avondale South (Auckland),Whau Ward,-36.901674,174.693382,No,447,170,7,10,85,74,12,0,0,0.14,All students taught in English/other setting,No,No,Open
1504,St Mary's School (Ellerslie),09-5798937,adminaccounts@stmary.school.nz,Sue Kubala,http://www.stmary.school.nz,58 Main Highway ,Ellerslie,Auckland,PO Box 11269,Ellerslie Central,Auckland,1542,Major urban area,Contributing,,State : Integrated,Donations may be requested,Co-Educational,,,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,143301,Ellerslie Central,Maungakiekie-Tāmaki Ward,-36.895625,174.803433,No,367,373,206,28,37,133,19,0,0,0.19,All students taught in English/other setting,No,No,Open
1505,St Mary's School (Northcote),09-4184333,office@sms.school.nz,Paul Coakley,http://www.sms.school.nz/,45 Gladstone Road ,Northcote,Auckland,45 Gladstone Road,Northcote,Auckland,0627,Major urban area,Contributing,,State : Integrated,Donations may be requested,Co-Educational,,,Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,127300,Northcote South (Auckland),North Shore Ward,-36.807517,174.739083,No,365,327,196,24,23,117,25,3,1,0.13,All students taught in English/other setting,No,Yes,Open
1506,St Michael's Catholic School (Remuera),09-5200933,secretary@smcs.school.nz,Vincenza Golding,http://www.smcs.school.nz/,6 Beatrice Road ,Remuera,Auckland,6 Beatrice Road,Remuera,Auckland,1050,Major urban area,Contributing,,State : Integrated,Donations may be requested,Co-Educational,,,Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,139400,Remuera West,Ōrākei Ward,-36.873455,174.783908,No,344,226,124,8,9,109,17,2,0,0.13,All students taught in English/other setting,No,Yes,Open
1507,St Patrick's School (Panmure),09-5277016,admin@saintpatricks.school.nz,Carmel Bullot,http://www.saintpatricks.school.nz/,5 Church Crescent ,Panmure,Auckland,5 Church Crescent,Panmure,Auckland,1072,Major urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Panmure-Ōtāhuhu,Tāmaki Makaurau,147100,Panmure East,Maungakiekie-Tāmaki Ward,-36.902249,174.857072,No,445,71,5,0,33,36,0,1,0,0.28,All students taught in English/other setting,No,No,Open
1508,St Pius X Catholic School (Glen Innes),09-5287257,office@saintpiusx.school.nz,Andrew Mailei,http://www.saintpiusx.school.nz,103 Castledine Crescent ,Glen Innes,Auckland,103 Castledine Crescent,Glen Innes,Auckland,1072,Major urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Tāmaki,Tāmaki Makaurau,144700,Glen Innes West,Maungakiekie-Tāmaki Ward,-36.871504,174.854399,No,501,122,10,23,96,15,0,0,0,0.34,All students taught in English/other setting,No,No,Open
1509,St Therese School (Three Kings),09-6209441,office@sttherese.school.nz,Laura Geaney,http://www.sainttherese.school.nz,463 Mt Albert Road ,Three Kings,Auckland,463 Mt Albert Road,Mount Roskill,Auckland,1041,Major urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,,Puketāpapa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Roskill,Tāmaki Makaurau,140400,Mount Roskill Central North,Albert-Eden-Puketāpapa Ward,-36.908246,174.750528,No,470,83,3,2,37,37,11,0,0,0.25,All students taught in English/other setting,No,No,Open
1510,St Thomas School (Auckland),09-5283938,principal@stthomas.school.nz,Michael Maher,http://www.stthomas.school.nz,Allum Street ,Kohimarama,Auckland,113 Allum Street,Kohimarama,Auckland,1071,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Tāmaki,Tāmaki Makaurau,141802,Kohimarama Stadium,Ōrākei Ward,-36.863082,174.841452,Yes,377,786,399,38,36,334,76,5,25,0.27,All students taught in English/other setting,No,No,Open
1511,Stanhope Road School,09-5796434,office@stanhope.school.nz,Jesse Lee,http://www.stanhope.school.nz,2 B Harris Road ,Mount Wellington,Auckland,PO Box 85004 Harris Road,,Auckland,1545,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,145300,Mount Wellington North West,Maungakiekie-Tāmaki Ward,-36.895579,174.831790,Yes,415,574,164,46,93,320,32,4,0,0.25,All students taught in English/other setting,No,Yes,Open
1512,Stanley Bay School,09-4452510,accounts@stanleybay.school.nz,Helen Pelham,http://www.stanleybay.school.nz/,15 Russell Street ,Stanley Point,Auckland,15 Russell Street,Stanley Point,Auckland,0624,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,131400,Stanley Point,North Shore Ward,-36.825518,174.784759,Yes,360,167,158,6,2,6,2,0,0,0.30,All students taught in English/other setting,No,No,Open
1513,Stanmore Bay School,09-4245540,,Matt Sides,http://www.stanmore.school.nz,32 Waiora Road ,,Whangaparaoa,32 Waiora Road,Stanmore Bay,Whangaparaoa,0932,Large urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,114600,Stanmore Bay West,Albany Ward,-36.623470,174.727916,Yes,426,487,380,100,22,72,33,2,0,0.61,All students taught in English/other setting,No,Yes,Open
1514,Our Lady Star of the Sea School (Howick),09-5380195,office@starofthesea.school.nz,Louise Campbell,http://www.starofthesea.school.nz/,14 Oakridge Way ,Howick South,Auckland,14 Oakridge Way,Northpark,Manukau,2013,Major urban area,Contributing,,State : Integrated,Donations may be requested,Co-Educational,,,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,153700,Northpark North,Howick Ward,-36.919424,174.922996,Yes,355,297,135,18,41,160,13,10,0,0.29,All students taught in English/other setting,No,No,Open
1515,Sunnyhills School,09-5768031,secretary@sunnyhills.school.nz,Mark Keenan,http://www.sunnyhills.school.nz,17 The Crest ,Pakuranga,Auckland,17 The Crest,Sunnyhills,Manukau,2010,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,148101,Sunnyhills West,Howick Ward,-36.902090,174.883307,Yes,367,480,201,28,18,267,18,0,1,0.32,All students taught in English/other setting,No,Yes,Open
1516,Sunnybrae Normal School,09-4435058,accounts@sunnybrae.school.nz,Camilla Brotherton,http://www.sunnybrae.school.nz,36 Sunnybrae Road ,Hillcrest,Auckland,36 Sunnybrae Road,Hillcrest,Auckland,0627,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,125600,Hillcrest North (Auckland),North Shore Ward,-36.789612,174.744714,Yes,386,377,123,26,36,213,24,3,0,0.04,All students taught in English/other setting,No,No,Open
1518,Sunnynook School,09-4106534,secretary@sunnynookschool.nz,Rebeccah Bassett-Smith (Acting),http://www.sunnynook.school.nz,Lyford Crescent ,Takapuna North,Auckland,35 Lyford Crescent,Sunnynook,North Shore City,0620,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,121300,Sunnynook North,North Shore Ward,-36.752399,174.742493,Yes,392,503,144,56,36,299,34,12,0,0.13,All students taught in English/other setting,No,No,Open
1519,Sunnyvale School,09-8389248,admin@sunnyvale.school.nz,Katie Pennicott,http://www.sunnyvale.school.nz,Ribblesdale Road ,Henderson,Auckland,34 Ribblesdale Road,Henderson,Waitakere,0612,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kelston,Tāmaki Makaurau,128401,Henderson East,Waitākere Ward,-36.892405,174.636054,Yes,477,494,126,150,194,123,41,0,0,0.14,Some students taught in te reo Māori or a Pacific language,No,No,Open
1520,Sutton Park School,09-2764560 Ext 203,tlemanu@suttonpark.school.nz,Vaitimu Togi Lemanu,http://www.suttonpark.school.nz/,89 Vine Street ,Mangere East,Auckland,89 Vine Street,Mangere East,Manukau,2024,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Māngere-Ōtāhuhu Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,150800,Sutton Park,Manukau Ward,-36.957182,174.821816,Yes,494,533,33,48,492,39,1,1,0,0.16,Some students taught in te reo Māori or a Pacific language,No,No,Open
1521,Swanson School,09- 8310001,office@swanson.school.nz,Leandro Piantelli,http://www.swanson.school.nz,703 Swanson Road ,,Swanson,703 Swanson Road,Swanson,Waitakere,0612,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Waitākere Ranges Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Te Tai Tokerau,122001,Swanson,Waitākere Ward,-36.865447,174.581335,Yes,462,544,257,172,116,127,46,2,0,0.33,All students taught in English/other setting,No,No,Open
1522,Sylvia Park School,09-5276526,office@sylviapark.school.nz,Thomas Bartlett,http://www.sylviapark.school.nz,Longford Street ,Mount Wellington,Auckland,1 Longford Street,Mount Wellington,Auckland,1060,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,147202,Mount Wellington Hamlin,Maungakiekie-Tāmaki Ward,-36.913478,174.836562,Yes,461,581,132,141,225,223,24,1,1,0.19,All students taught in English/other setting,No,No,Open
1523,Takanini School,09-2999349,officemanager@takanini.school.nz,Jayne Senington,http://www.takanini.school.nz,39 Takanini School Road ,Takanini,Auckland,39 Takanini School Road,Takanini,Auckland,2112,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,161600,Takanini North,Manurewa-Papakura Ward,-37.039337,174.924695,Yes,500,586,45,174,208,258,10,0,0,0.28,All students taught in English/other setting,No,Yes,Open
1524,Takapuna Normal Intermediate,09-489 3940,admin@tnis.school.nz,Zane Wilson,http://www.tnis.school.nz/,26 Northcote Road ,Takapuna,Auckland,26 Northcote Road,Takapuna,Auckland,6022,Major urban area,Intermediate,,State,Donations may be requested,Co-Educational,,,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,126601,Takapuna West,North Shore Ward,-36.787248,174.755731,Yes,371,721,270,33,21,443,31,15,29,0.07,All students taught in English/other setting,No,No,Open
1525,Takapuna School,09-4896339,office@tps.school.nz,Devika Tagg,https://www.tps.school.nz/,23 Auburn Street ,Takapuna,Auckland,23 Auburn Street,Takapuna,North Shore City,0622,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,126801,Takapuna Central,North Shore Ward,-36.787886,174.768572,Yes,375,366,143,13,11,205,36,3,13,0.09,All students taught in English/other setting,No,Yes,Open
1526,Tāmaki School,09-5276345,office@tamakiprimary.school.nz,Carol Leota,http://www.tamakiprimary.school.nz,11a Alamein Road ,Panmure,Auckland,PO Box 14115,Panmure,Auckland,1741,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Panmure-Ōtāhuhu,Tāmaki Makaurau,147002,Tamaki East,Maungakiekie-Tāmaki Ward,-36.894564,174.864784,Yes,522,177,16,98,118,4,0,0,0,0.31,Some students taught in te reo Māori or a Pacific language,No,No,Open
1528,Target Road School,09-4448493,admin@target.school.nz,Fina Hallman,http://www.target.school.nz/,80 Target Road ,Totara Vale,North Shore,80 Target Road,Totara Vale,North Shore City,0629,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,121500,Totara Vale North,North Shore Ward,-36.763380,174.733365,Yes,412,451,151,70,56,242,29,4,1,0.08,All students taught in English/other setting,No,No,Open
1529,Taupaki School,09-8109855,office@taupaki.school.nz,Christina Robertson,http://www.taupaki.school.nz,Cottle Road ,Henderson,Auckland,14 Cottle Road RD 2,,Henderson,0782,Rural other,Full Primary,,State,Donations may be requested,Co-Educational,,,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,116401,Taupaki,Rodney Ward,-36.820261,174.544543,Yes,427,238,199,46,12,31,5,1,4,0.50,All students taught in English/other setting,No,Yes,Open
1530,Te Atatu Intermediate,09-8345371,linda.s@teatatu.school.nz,Lloyd Evans,http://www.teatatu.school.nz,Harbour View Road ,Te Atatu Peninsula,Auckland,8 Harbour View Road,Te Atatu Peninsula,Waitakere,0610,Major urban area,Intermediate,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Te Tai Tokerau,124500,Te Atatū Peninsula Central,Waitākere Ward,-36.840457,174.652870,Yes,434,418,242,78,73,88,18,3,0,0.35,All students taught in English/other setting,No,No,Open
1531,Peninsula Primary School,09-8346711,office@peninsulaprimary.school.nz,Brenda Cronin,http://www.peninsulaprimary.school.nz,Waipani Road ,Te Atatu,Auckland,22 Waipani Road,Te Atatu Peninsula,Waitakere,0610,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Te Tai Tokerau,124500,Te Atatū Peninsula Central,Waitākere Ward,-36.833201,174.651720,Yes,421,434,240,96,117,101,16,4,0,0.38,All students taught in English/other setting,No,No,Open
1532,Te Hihi School,09-2927706,office@tehihi.school.nz,Nic Hennephof,http://www.tehihi.school.nz/,767 Linwood Road ,,Papakura,767 Linwood Road RD 1,,Papakura,2580,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,161400,Kingseat-Karaka,Franklin Ward,-37.114731,174.833213,Yes,450,139,83,46,18,30,9,0,0,0.39,All students taught in English/other setting,No,Yes,Open
1533,Te Kohanga School,09-2328881,admin@tekohanga.school.nz,Monique Henry,http://www.tekohanga.school.nz,976 Tuakau Bridge-Port Waikato Road ,,Tuakau,14 Kohanga Store Road RD 3,,Tuakau,2693,Rural other,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Waikato District,Waikato Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,170101,Onewhero,Western Districts General Ward,-37.312704,174.845212,No,542,22,5,18,4,1,0,0,0,0.63,All students taught in English/other setting,No,No,Open
1534,Te Papapa School,09-6345252,admin@tepapapa.school.nz,Robyn Curry,http://www.tepapapa.school.nz/,219 Mt Smart Road ,Onehunga,Auckland,219 Mt Smart Road,Onehunga,Auckland,1061,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,145600,Te Papapa,Maungakiekie-Tāmaki Ward,-36.915229,174.799656,Yes,510,310,42,88,223,31,9,0,0,0.27,Some students taught in a Pacific language,No,No,Open
1535,Three Kings School,09-6257208,admin@threekings.school.nz,Moira Blair,https://threekings.school.nz/,944 Mt Eden Road ,Mount Roskill,Auckland,944 Mt Eden Road,Three Kings,Auckland,1024,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Puketāpapa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Roskill,Tāmaki Makaurau,141201,Three Kings North,Albert-Eden-Puketāpapa Ward,-36.907366,174.759204,Yes,373,474,179,29,55,255,36,5,4,0.23,All students taught in English/other setting,No,No,Open
1536,Tirimoana School,09-8389737,shirley.wensor@tirimoana.school.nz,Peter Kaiser,http://www.tirimoana.school.nz,Kokiri Street ,Te Atatu South,Auckland,34 Kokiri Street,Te Atatu South,Waitakere,0610,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Tāmaki Makaurau,128501,Te Atatū South-McLeod South,Waitākere Ward,-36.880337,174.650587,Yes,417,646,231,58,93,234,27,8,0,0.18,All students taught in English/other setting,No,No,Open
1537,Titirangi School,09-8178346,office@titirangi.school.nz,Andrea Thomas,http://www.titirangi.school.nz,Atkinson Road ,Titirangi,Auckland,221 Atkinson Road,Titirangi,Waitakere,0604,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Waitākere Ranges Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kelston,Tāmaki Makaurau,134700,Kaurilands,Waitākere Ward,-36.938085,174.653783,Yes,366,446,373,38,27,108,22,6,1,0.10,All students taught in English/other setting,No,No,Open
1538,Torbay School,09-4738603,admin@torbay.school.nz,Gary O'Brien,http://www.torbay.school.nz,Deep Creek Road ,Torbay,Auckland,60 Deep Creek Road,Torbay,North Shore City,0630,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,117900,Waiake,Albany Ward,-36.705384,174.745881,Yes,391,575,372,31,15,153,35,8,13,0.28,All students taught in English/other setting,No,No,Open
1539,Tuakau School,09-2368105,office@tuakau.school.nz,Vanessa Hira,http://www.tuakau.school.nz,6 School Road ,,Tuakau,2 School Road,,Tuakau,2121,Small urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Waikato District,Waikato Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,170300,Tuakau South,Tuakau-Pōkeno General Ward,-37.265931,174.940003,Yes,516,249,77,144,67,30,2,2,0,0.34,Some students taught in te reo Māori,No,Yes,Open
1540,Valley School,09-2388774,office@valley.school.nz,Roger Goulstone,http://www.valley.school.nz,East Street ,,Pukekohe,PO Box 478,,Pukekohe,2340,Medium urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,165800,Rooseville Park,Franklin Ward,-37.196975,174.913290,Yes,426,463,280,82,62,118,21,1,0,0.16,All students taught in English/other setting,No,No,Open
1541,Vauxhall School,09-4460818,office@vauxhall.school.nz,Gary Lawrence,http://www.vauxhall.school.nz,Morrison Avenue ,Devonport,Auckland,2A Morrison Avenue,Narrow Neck,North Shore City,0624,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,130700,Narrow Neck,North Shore Ward,-36.817046,174.803082,Yes,366,157,142,19,5,13,7,2,1,0.25,All students taught in English/other setting,No,Yes,Open
1543,Verran Primary School,09-4837052,office@verranprimary.school.nz,Peter Stoner,http://www.verranprimary.school.nz,136 Verran Road ,Birkenhead,Auckland,136 Verran Road,Birkenhead,Auckland,0626,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,124401,Birkdale South,North Shore Ward,-36.802719,174.713393,Yes,401,214,155,24,17,57,17,1,1,0.20,All students taught in English/other setting,No,No,Open
1544,Victoria Avenue School,09-5200602,jane@va.school.nz,Jane Bush,http://www.victoria-avenue.school.nz,282 Victoria Avenue ,Remuera,Auckland,282 Victoria Avenue,Remuera,Auckland,1050,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,140000,Remuera Waitaramoa,Ōrākei Ward,-36.865500,174.799034,Yes,344,400,144,5,10,262,12,0,4,0.16,All students taught in English/other setting,No,Yes,Open
1545,View Road School,09-2358266,admin@viewroad.school.nz,Kreas Padayachee,http://www.viewroad.school.nz,View Road ,,Waiuku,16 View Road,,Waiuku,2123,Small urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,164500,Hamilton Estate,Franklin Ward,-37.245933,174.732101,No,524,185,91,119,43,15,4,0,0,0.40,All students taught in English/other setting,No,No,Open
1546,Viscount School,09-2754699,admin@viscount.school.nz,Dr Deanna Johnston,http://www.viscount.school.nz/,Viscount Street ,Mangere Central,Auckland,65 Viscount Street,Mangere,Manukau,2022,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Māngere-Ōtāhuhu Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,148901,Māngere West,Manukau Ward,-36.967462,174.791455,Yes,516,452,11,64,405,21,4,7,0,0.25,All students taught in English/other setting,No,No,Open
1547,Waiau Pa School,09-2321753,admin@waiaupa.school.nz,Lori Mravicich,http://www.waiaupa.school.nz,571 Waiau Pa Road ,Waiau Pa,Pukekohe,571 Waiau Pa Road RD 4,,Pukekohe,2679,Rural settlement,Full Primary,,State,Donations may be requested,Co-Educational,,,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,159801,Karaka Creek,Franklin Ward,-37.138169,174.751987,Yes,428,342,270,93,51,47,11,0,0,0.54,All students taught in English/other setting,No,Yes,Open
1548,Waikowhai Intermediate,09-6210460,reception@wai-int.school.nz,David King,http://www.wai-int.school.nz/,Richardson Road ,Mount Roskill,Auckland,650 Richardson Road,Mount Roskill,Auckland,1041,Major urban area,Intermediate,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Puketāpapa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Roskill,Tāmaki Makaurau,142101,Mount Roskill Central East,Albert-Eden-Puketāpapa Ward,-36.923362,174.743233,Yes,442,339,89,45,98,136,30,2,0,0.29,All students taught in English/other setting,No,No,Open
1549,Waikowhai Primary School,09-6279665,office@waikowhai.school.nz,Germaine Peterson,http://www.waikowhai.school.nz/,381 Hillsborough Road ,Mount Roskill,Auckland,381 Hillsborough Road,Hillsborough,Auckland,1042,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Puketāpapa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Roskill,Tāmaki Makaurau,142501,Waikowhai Bay,Albert-Eden-Puketāpapa Ward,-36.930136,174.741339,Yes,433,198,58,36,66,78,17,2,0,0.29,All students taught in English/other setting,No,No,Open
1550,Waimauku School,09-4118222,office@waimauku.school.nz,Gary Pasfield,http://www.waimauku.school.nz,2 Muriwai Road ,,Waimauku,2 Muriwai Road,,Waimauku,0812,Small urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,114201,Waimauku,Rodney Ward,-36.769953,174.491337,Yes,406,669,606,114,27,55,12,1,0,0.68,All students taught in English/other setting,No,No,Open
