building_id,site_id,building_name,building_type,year_built,floor_area_sqm,num_floors,condition_rating,last_assessed_date
9252,2079,School Library,LIBRARY,1986,94,2,FAIR,2022-09-08
9253,2079,School Hall,HALL,1984,751,2,GOOD,2023-04-05
9254,2080,Block B,CLASSROOM,1984,302,1,FAIR,2020-05-31
9255,2080,Staff Block,ADMIN,1981,610,1,GOOD,2022-10-02
9256,2080,Staff Facilities,TOILET_BLOCK,1974,786,1,FAIR,2024-11-28
9257,2080,Fitness Centre,GYM,1970,681,2,GOOD,2022-03-08
9258,2080,Learning Centre,LIBRARY,1988,221,1,FAIR,2024-05-31
9259,2081,Block C,CLASSROOM,1979,437,2,GOOD,2024-08-28
9260,2081,Administration Building,ADMIN,1953,688,1,GOOD,2024-03-21
9261,2081,Sports Amenities,TOILET_BLOCK,1964,439,1,GOOD,2023-07-22
9262,2081,Performing Arts Centre,HALL,1995,734,2,FAIR,2023-04-21
9263,2082,Block E,CLASSROOM,2022,137,2,GOOD,2020-11-24
9264,2082,Main Office,ADMIN,1962,440,2,GOOD,2023-09-06
9265,2082,Senior Toilets,TOILET_BLOCK,1963,708,1,GOOD,2021-07-10
9266,2082,School Hall,HALL,1971,750,2,GOOD,2020-05-08
9267,2082,Technology Workshop,WORKSHOP,1952,134,2,FAIR,2020-09-13
9268,2082,Fitness Centre,GYM,2022,568,1,POOR,2022-12-19
9269,2082,Learning Centre,LIBRARY,1959,122,2,FAIR,2021-08-22
9270,2082,Changing Rooms,SPORTS_PAVILION,1969,528,1,GOOD,2024-02-06
9271,2082,Maintenance Shed,STORAGE,2007,70,1,POOR,2022-10-11
9272,2082,Technology Block,CLASSROOM,2005,456,2,GOOD,2024-09-18
9273,2083,Block A,CLASSROOM,1965,182,2,GOOD,2021-12-04
9274,2083,Staff Block,ADMIN,1999,758,2,FAIR,2023-10-16
9275,2083,Sports Amenities,TOILET_BLOCK,2021,139,1,POOR,2023-10-20
9276,2083,Learning Centre,LIBRARY,1964,371,2,GOOD,2020-12-03
9277,2083,Main Gymnasium,GYM,1993,62,2,GOOD,2023-06-23
9278,2084,Block E,CLASSROOM,2006,536,1,GOOD,2021-07-02
9279,2084,Staff Block,ADMIN,2013,407,2,POOR,2020-01-02
9280,2084,Staff Facilities,TOILET_BLOCK,2019,258,1,GOOD,2024-03-12
9281,2085,Block E,CLASSROOM,1987,697,1,POOR,2022-11-14
9282,2085,Staff Block,ADMIN,1976,697,1,GOOD,2021-01-04
9283,2085,Senior Toilets,TOILET_BLOCK,1979,184,1,GOOD,2024-06-28
9284,2085,Main Gymnasium,GYM,1997,417,1,GOOD,2021-03-21
9285,2085,Performing Arts Centre,HALL,1982,775,1,GOOD,2023-08-12
9286,2085,Changing Rooms,SPORTS_PAVILION,1961,406,1,POOR,2021-01-27
9287,2085,Technology Workshop,WORKSHOP,1974,396,1,FAIR,2020-06-10
9288,2085,Grounds Shed,STORAGE,2010,43,1,FAIR,2024-05-25
9289,2085,Resource Centre,LIBRARY,1970,541,2,FAIR,2023-03-20
9290,2085,Block E,CLASSROOM,1977,406,1,GOOD,2022-06-06
9291,2086,Junior Block,CLASSROOM,1950,93,1,FAIR,2022-10-23
9292,2086,Administration Building,ADMIN,1980,390,1,FAIR,2021-01-01
9293,2086,Senior Toilets,TOILET_BLOCK,2001,125,1,GOOD,2022-06-25
9294,2087,Senior Block,CLASSROOM,1978,525,1,GOOD,2023-12-08
9295,2087,Main Office,ADMIN,1990,101,1,FAIR,2024-11-24
9296,2087,Senior Toilets,TOILET_BLOCK,1996,52,1,POOR,2020-11-25
9297,2087,Sports Pavilion,SPORTS_PAVILION,1991,479,1,FAIR,2022-01-15
9298,2087,School Hall,HALL,1972,258,2,GOOD,2021-04-16
9299,2088,Block E,CLASSROOM,1952,707,2,FAIR,2020-05-08
9300,2088,Main Office,ADMIN,1976,298,1,FAIR,2020-04-22
9301,2088,Staff Facilities,TOILET_BLOCK,1965,512,1,GOOD,2020-09-17
9302,2088,Metal Workshop,WORKSHOP,1955,237,1,GOOD,2023-02-12
9303,2088,Changing Rooms,SPORTS_PAVILION,1980,520,1,CRITICAL,2024-10-27
9304,2090,Block C,CLASSROOM,1992,568,1,GOOD,2024-08-17
9305,2090,Staff Block,ADMIN,1952,295,2,FAIR,2021-12-19
9306,2090,Staff Facilities,TOILET_BLOCK,2014,334,1,GOOD,2023-12-09
9307,2090,Main Gymnasium,GYM,2002,501,2,FAIR,2020-02-12
9308,2090,Assembly Hall,HALL,1993,454,2,GOOD,2024-02-18
9309,2091,Senior Block,CLASSROOM,1974,129,2,FAIR,2021-05-14
9310,2091,Main Office,ADMIN,1965,269,1,FAIR,2020-03-02
9311,2091,Junior Toilets,TOILET_BLOCK,1970,432,1,CRITICAL,2021-02-20
9312,2091,School Hall,HALL,1979,255,2,FAIR,2021-03-31
9313,2091,Sports Pavilion,SPORTS_PAVILION,1983,365,1,FAIR,2024-03-31
9314,2092,Senior Block,CLASSROOM,1989,689,1,FAIR,2023-01-07
9315,2092,Administration Building,ADMIN,2022,436,2,POOR,2022-09-10
9316,2092,Junior Toilets,TOILET_BLOCK,1968,623,1,FAIR,2024-06-16
9317,2092,Metal Workshop,WORKSHOP,2003,424,2,POOR,2020-09-06
9318,2092,Learning Centre,LIBRARY,1963,58,2,POOR,2021-12-03
9319,2093,Technology Block,CLASSROOM,2022,299,1,GOOD,2024-03-23
9320,2093,Administration Building,ADMIN,1951,78,2,POOR,2024-03-03
9321,2093,Senior Toilets,TOILET_BLOCK,1971,180,1,FAIR,2023-09-22
9322,2093,Performing Arts Centre,HALL,2019,541,2,GOOD,2021-10-02
9323,2093,Fitness Centre,GYM,1990,215,1,POOR,2021-01-30
9324,2094,Science Block,CLASSROOM,1982,227,2,POOR,2024-08-14
9325,2094,Main Office,ADMIN,2006,232,1,POOR,2020-09-20
9326,2094,Senior Toilets,TOILET_BLOCK,1990,115,1,FAIR,2020-11-26
9327,2094,Learning Centre,LIBRARY,1959,581,1,POOR,2023-02-26
9328,2094,Sports Hall,GYM,2003,236,2,CRITICAL,2024-05-05
9329,2094,Cricket Pavilion,SPORTS_PAVILION,2014,75,1,CRITICAL,2023-09-07
9330,2094,Sports Store,STORAGE,1964,45,1,GOOD,2024-04-28
9331,2094,Metal Workshop,WORKSHOP,1952,142,1,GOOD,2020-02-06
9332,2095,Block B,CLASSROOM,1962,684,1,GOOD,2023-09-21
9333,2095,Staff Block,ADMIN,2003,113,1,GOOD,2024-10-10
9334,2095,Staff Facilities,TOILET_BLOCK,2021,731,1,GOOD,2024-06-02
9335,2095,Grounds Shed,STORAGE,1968,66,1,FAIR,2021-04-21
9336,2095,Changing Rooms,SPORTS_PAVILION,1957,401,1,POOR,2024-01-16
9337,2096,Block E,CLASSROOM,1970,182,1,POOR,2021-08-03
9338,2096,Staff Block,ADMIN,1989,388,1,CRITICAL,2023-10-09
9339,2096,Sports Amenities,TOILET_BLOCK,1956,709,1,GOOD,2022-12-27
9340,2096,Sports Store,STORAGE,2008,67,1,POOR,2020-07-01
9341,2096,Wood Workshop,WORKSHOP,1964,271,1,POOR,2020-06-20
9342,2096,School Library,LIBRARY,1953,746,2,FAIR,2021-01-26
9343,2096,Main Gymnasium,GYM,2003,101,1,FAIR,2024-02-18
9344,2097,Junior Block,CLASSROOM,1950,546,2,GOOD,2022-01-27
9345,2097,Staff Block,ADMIN,1963,153,2,FAIR,2024-01-08
9346,2097,Senior Toilets,TOILET_BLOCK,1971,89,1,POOR,2024-11-10
9347,2097,School Hall,HALL,1955,193,1,POOR,2024-05-27
9348,2098,Block A,CLASSROOM,1977,284,1,GOOD,2020-05-06
9349,2098,Main Office,ADMIN,1970,219,1,FAIR,2022-04-15
9350,2098,Sports Amenities,TOILET_BLOCK,2003,137,1,POOR,2020-06-13
9351,2098,Grounds Shed,STORAGE,1983,50,1,POOR,2022-11-13
9352,2098,Learning Centre,LIBRARY,1962,275,2,POOR,2023-10-10
9353,2099,Science Block,CLASSROOM,1972,154,2,FAIR,2024-07-16
9354,2099,Administration Building,ADMIN,1993,614,1,FAIR,2021-05-03
9355,2099,Staff Facilities,TOILET_BLOCK,1961,156,1,GOOD,2022-04-09
9356,2099,Resource Centre,LIBRARY,2006,371,1,GOOD,2022-07-02
9357,2099,Maintenance Shed,STORAGE,1963,86,1,FAIR,2021-06-24
9358,2099,Food Technology,WORKSHOP,1954,208,1,POOR,2022-10-29
9359,2099,Cricket Pavilion,SPORTS_PAVILION,1991,413,1,POOR,2021-07-08
9360,2099,Main Gymnasium,GYM,1960,477,1,FAIR,2021-02-17
9361,2100,Block A,CLASSROOM,1953,413,1,GOOD,2023-03-17
9362,2100,Main Office,ADMIN,1981,605,2,FAIR,2022-10-20
9363,2100,Senior Toilets,TOILET_BLOCK,1953,367,1,CRITICAL,2021-07-22
9364,2101,Block E,CLASSROOM,1981,216,1,FAIR,2024-11-20
9365,2101,Administration Building,ADMIN,1984,254,1,FAIR,2021-07-09
9366,2101,Junior Toilets,TOILET_BLOCK,2006,507,1,POOR,2021-12-25
9367,2102,Block A,CLASSROOM,1952,109,2,POOR,2024-02-25
9368,2102,Staff Block,ADMIN,1959,219,1,FAIR,2021-12-08
9369,2102,Sports Amenities,TOILET_BLOCK,1973,731,1,FAIR,2020-06-06
9370,2102,Assembly Hall,HALL,2021,626,1,GOOD,2024-03-26
9371,2103,Block E,CLASSROOM,2005,174,2,POOR,2021-07-02
9372,2103,Main Office,ADMIN,1956,480,2,GOOD,2023-09-02
9373,2103,Senior Toilets,TOILET_BLOCK,2004,486,1,GOOD,2022-06-28
9374,2104,Science Block,CLASSROOM,1965,781,1,GOOD,2022-01-19
9375,2104,Main Office,ADMIN,2011,287,1,GOOD,2020-12-18
9376,2104,Sports Amenities,TOILET_BLOCK,1989,224,1,FAIR,2021-07-22
9377,2104,Cricket Pavilion,SPORTS_PAVILION,1966,584,1,FAIR,2022-03-16
9378,2104,Learning Centre,LIBRARY,2015,466,2,GOOD,2021-02-13
9379,2105,Senior Block,CLASSROOM,2014,305,2,FAIR,2023-12-09
9380,2105,Main Office,ADMIN,1974,487,1,GOOD,2023-05-29
9381,2105,Staff Facilities,TOILET_BLOCK,1980,128,1,GOOD,2021-02-08
9382,2105,Equipment Store,STORAGE,2004,38,1,FAIR,2021-10-16
9383,2106,Senior Block,CLASSROOM,2010,106,2,GOOD,2024-05-31
9384,2106,Staff Block,ADMIN,1987,550,1,FAIR,2024-11-04
9385,2106,Junior Toilets,TOILET_BLOCK,1981,431,1,FAIR,2024-02-16
9386,2106,Maintenance Shed,STORAGE,1959,62,1,FAIR,2022-12-09
9387,2106,Main Gymnasium,GYM,1996,216,2,FAIR,2023-01-01
9388,2107,Block B,CLASSROOM,1996,559,1,FAIR,2020-04-01
9389,2107,Staff Block,ADMIN,1956,156,1,FAIR,2021-01-04
9390,2107,Junior Toilets,TOILET_BLOCK,2001,355,1,GOOD,2021-12-11
9391,2107,Sports Hall,GYM,1988,611,1,GOOD,2024-09-22
9392,2107,School Hall,HALL,1967,151,1,POOR,2022-03-01
9393,2107,Food Technology,WORKSHOP,1953,480,1,FAIR,2022-11-18
9394,2107,Equipment Store,STORAGE,2021,79,1,GOOD,2020-04-18
9395,2107,Resource Centre,LIBRARY,2018,529,1,POOR,2021-06-02
9396,2108,Block B,CLASSROOM,1978,400,2,FAIR,2021-01-03
9397,2108,Main Office,ADMIN,1953,740,1,GOOD,2024-09-17
9398,2108,Junior Toilets,TOILET_BLOCK,2016,418,1,CRITICAL,2020-07-11
9399,2108,Sports Store,STORAGE,1968,46,1,FAIR,2021-04-23
9400,2108,School Hall,HALL,1963,71,2,GOOD,2021-02-14
9401,2109,Arts Block,CLASSROOM,2022,388,1,GOOD,2021-04-27
9402,2109,Administration Building,ADMIN,2005,188,2,FAIR,2021-01-23
9403,2109,Junior Toilets,TOILET_BLOCK,1969,128,1,FAIR,2023-04-10
9404,2109,Assembly Hall,HALL,1979,418,2,GOOD,2021-02-14
9405,2109,Changing Rooms,SPORTS_PAVILION,2012,364,1,POOR,2023-01-05
9406,2109,Sports Store,STORAGE,1978,75,1,GOOD,2023-10-16
9407,2110,Block E,CLASSROOM,1991,527,2,POOR,2022-06-30
9408,2110,Staff Block,ADMIN,1954,518,2,POOR,2021-12-03
9409,2110,Junior Toilets,TOILET_BLOCK,1986,125,1,FAIR,2020-02-23
9410,2110,Cricket Pavilion,SPORTS_PAVILION,1983,222,1,FAIR,2021-08-12
9411,2111,Block A,CLASSROOM,1961,657,2,POOR,2022-01-07
9412,2111,Administration Building,ADMIN,2016,594,2,GOOD,2020-05-12
9413,2111,Junior Toilets,TOILET_BLOCK,1955,755,1,FAIR,2024-02-02
9414,2111,Sports Pavilion,SPORTS_PAVILION,1990,201,1,POOR,2020-02-25
9415,2111,Sports Hall,GYM,2021,695,1,FAIR,2021-02-08
9416,2111,Resource Centre,LIBRARY,2020,774,1,GOOD,2022-05-20
9417,2111,Wood Workshop,WORKSHOP,1976,480,2,FAIR,2021-05-31
9418,2112,Senior Block,CLASSROOM,2008,357,2,FAIR,2020-03-24
9419,2112,Main Office,ADMIN,1993,418,2,GOOD,2022-08-11
9420,2112,Staff Facilities,TOILET_BLOCK,1981,309,1,CRITICAL,2022-03-17
9421,2113,Block E,CLASSROOM,1987,685,2,GOOD,2022-04-10
9422,2113,Administration Building,ADMIN,1989,422,1,FAIR,2022-10-18
9423,2113,Staff Facilities,TOILET_BLOCK,1971,448,1,FAIR,2024-03-13
9424,2113,Assembly Hall,HALL,2002,544,2,FAIR,2024-10-11
9425,2113,Fitness Centre,GYM,2008,125,2,FAIR,2022-07-11
9426,2114,Block E,CLASSROOM,2020,324,1,GOOD,2020-04-05
9427,2114,Administration Building,ADMIN,1988,455,2,FAIR,2023-01-19
9428,2114,Senior Toilets,TOILET_BLOCK,1962,537,1,GOOD,2023-03-18
9429,2115,Block E,CLASSROOM,2009,325,2,FAIR,2021-10-23
9430,2115,Main Office,ADMIN,2022,124,2,FAIR,2021-04-17
9431,2115,Senior Toilets,TOILET_BLOCK,1950,518,1,FAIR,2020-03-11
9432,2115,Fitness Centre,GYM,2016,505,1,CRITICAL,2022-01-11
9433,2115,Metal Workshop,WORKSHOP,1950,578,2,FAIR,2020-03-18
9434,2116,Block D,CLASSROOM,1960,518,2,GOOD,2023-12-22
9435,2116,Main Office,ADMIN,1951,545,2,GOOD,2021-01-31
9436,2116,Senior Toilets,TOILET_BLOCK,1982,243,1,FAIR,2022-08-08
9437,2116,Fitness Centre,GYM,1983,356,2,POOR,2022-12-24
9438,2116,Learning Centre,LIBRARY,1967,642,1,FAIR,2020-04-22
9439,2117,Block A,CLASSROOM,2002,154,1,GOOD,2021-06-12
9440,2117,Staff Block,ADMIN,1978,76,1,GOOD,2022-11-30
9441,2117,Staff Facilities,TOILET_BLOCK,1998,331,1,GOOD,2021-11-13
9442,2117,Equipment Store,STORAGE,1953,64,1,FAIR,2024-03-18
9443,2117,Resource Centre,LIBRARY,1999,234,2,FAIR,2022-10-08
9444,2118,Block B,CLASSROOM,1996,769,1,CRITICAL,2021-10-01
9445,2118,Main Office,ADMIN,1970,265,1,FAIR,2020-05-23
9446,2118,Junior Toilets,TOILET_BLOCK,1950,586,1,GOOD,2024-07-04
9447,2118,Equipment Store,STORAGE,1953,43,1,CRITICAL,2020-07-21
9448,2118,Changing Rooms,SPORTS_PAVILION,2012,416,1,FAIR,2024-06-26
9449,2119,Technology Block,CLASSROOM,2007,376,2,GOOD,2023-08-27
9450,2119,Staff Block,ADMIN,1969,774,2,FAIR,2024-11-13
9451,2119,Staff Facilities,TOILET_BLOCK,1961,259,1,FAIR,2024-10-01
9452,2119,Equipment Store,STORAGE,1952,64,1,FAIR,2020-05-26
9453,2119,Performing Arts Centre,HALL,2010,399,2,POOR,2021-03-03
9454,2120,Arts Block,CLASSROOM,2012,162,2,GOOD,2020-06-19
9455,2120,Staff Block,ADMIN,2006,119,2,POOR,2022-03-16
9456,2120,Sports Amenities,TOILET_BLOCK,2021,461,1,POOR,2020-03-20
9457,2120,Sports Pavilion,SPORTS_PAVILION,1950,624,1,POOR,2022-10-15
9458,2123,Block A,CLASSROOM,2009,249,2,FAIR,2024-05-12
9459,2123,Staff Block,ADMIN,1979,348,2,GOOD,2020-01-11
9460,2123,Senior Toilets,TOILET_BLOCK,1968,627,1,GOOD,2024-08-07
9461,2123,Metal Workshop,WORKSHOP,1980,591,1,GOOD,2022-02-13
9462,2150,Science Block,CLASSROOM,2012,551,2,POOR,2022-04-24
9463,2150,Main Office,ADMIN,2018,200,2,FAIR,2021-10-15
9464,2150,Staff Facilities,TOILET_BLOCK,2003,163,1,FAIR,2022-09-13
9465,2150,Fitness Centre,GYM,2004,398,1,POOR,2020-08-21
9466,2152,Senior Block,CLASSROOM,2013,213,2,FAIR,2021-02-24
9467,2152,Staff Block,ADMIN,1975,169,2,FAIR,2020-08-16
9468,2152,Staff Facilities,TOILET_BLOCK,1958,335,1,POOR,2023-07-03
9469,2152,Maintenance Shed,STORAGE,1989,40,1,FAIR,2022-10-11
9470,2153,Block C,CLASSROOM,1992,765,2,CRITICAL,2022-05-22
9471,2153,Staff Block,ADMIN,1977,153,2,FAIR,2020-02-07
9472,2153,Senior Toilets,TOILET_BLOCK,1987,738,1,FAIR,2021-12-29
9473,2153,Maintenance Shed,STORAGE,1966,46,1,CRITICAL,2024-01-06
9474,2153,Fitness Centre,GYM,2018,148,2,GOOD,2022-01-13
9475,2157,Block A,CLASSROOM,1992,153,2,POOR,2021-05-15
9476,2157,Main Office,ADMIN,1994,673,2,FAIR,2020-02-20
9477,2157,Sports Amenities,TOILET_BLOCK,2020,256,1,GOOD,2021-05-27
9478,2157,Sports Pavilion,SPORTS_PAVILION,1975,776,1,FAIR,2023-01-08
9479,2157,Food Technology,WORKSHOP,2009,722,2,FAIR,2021-01-29
9480,2157,Fitness Centre,GYM,2012,537,1,FAIR,2023-10-21
9481,2160,Senior Block,CLASSROOM,1999,619,2,GOOD,2022-08-02
9482,2160,Administration Building,ADMIN,1989,714,2,FAIR,2024-11-14
9483,2160,Senior Toilets,TOILET_BLOCK,1950,262,1,FAIR,2023-08-31
9484,2160,Grounds Shed,STORAGE,1980,78,1,GOOD,2021-02-14
9485,2160,Cricket Pavilion,SPORTS_PAVILION,1956,127,1,GOOD,2023-02-24
9486,2160,Resource Centre,LIBRARY,1987,107,2,FAIR,2024-04-11
9487,2161,Block D,CLASSROOM,1980,107,1,FAIR,2020-09-02
9488,2161,Administration Building,ADMIN,2002,184,1,FAIR,2023-04-06
9489,2161,Senior Toilets,TOILET_BLOCK,1994,539,1,POOR,2020-08-20
9490,2161,Grounds Shed,STORAGE,1977,78,1,FAIR,2023-01-08
9491,2161,Metal Workshop,WORKSHOP,1984,271,2,GOOD,2020-06-17
9492,2161,Assembly Hall,HALL,1974,125,2,POOR,2024-11-26
9493,2161,Main Gymnasium,GYM,2001,596,1,GOOD,2023-01-12
9494,2164,Block C,CLASSROOM,2009,680,2,POOR,2021-04-08
9495,2164,Main Office,ADMIN,2007,327,2,FAIR,2024-03-12
9496,2164,Senior Toilets,TOILET_BLOCK,2007,539,1,POOR,2022-03-02
9497,2164,Changing Rooms,SPORTS_PAVILION,1955,696,1,CRITICAL,2024-02-28
9498,2164,Resource Centre,LIBRARY,2004,746,2,CRITICAL,2021-05-04
9499,2165,Arts Block,CLASSROOM,2018,80,2,FAIR,2022-11-28
9500,2165,Main Office,ADMIN,2009,358,1,FAIR,2022-03-21
9501,2165,Staff Facilities,TOILET_BLOCK,2022,346,1,CRITICAL,2024-02-03
9502,2167,Technology Block,CLASSROOM,1970,547,2,POOR,2022-08-10
9503,2167,Main Office,ADMIN,2002,289,2,FAIR,2022-04-22
9504,2167,Senior Toilets,TOILET_BLOCK,1989,179,1,GOOD,2021-04-05
9505,2167,Resource Centre,LIBRARY,2016,562,2,GOOD,2020-09-03
9506,2167,Maintenance Shed,STORAGE,1981,52,1,FAIR,2020-03-02
9507,2167,Assembly Hall,HALL,1966,749,2,CRITICAL,2020-05-22
9508,2167,Sports Pavilion,SPORTS_PAVILION,2003,475,1,GOOD,2021-02-13
9509,2168,Block B,CLASSROOM,1984,554,1,FAIR,2020-05-19
9510,2168,Administration Building,ADMIN,1991,742,1,GOOD,2023-06-27
9511,2168,Junior Toilets,TOILET_BLOCK,2016,775,1,GOOD,2020-09-29
9512,2168,Performing Arts Centre,HALL,2007,555,1,GOOD,2023-10-22
9513,2168,Maintenance Shed,STORAGE,1963,85,1,FAIR,2022-08-12
9514,2171,Science Block,CLASSROOM,2007,86,1,GOOD,2023-09-16
9515,2171,Staff Block,ADMIN,1988,345,2,GOOD,2022-10-08
9516,2171,Sports Amenities,TOILET_BLOCK,2019,528,1,GOOD,2021-07-21
9517,2172,Arts Block,CLASSROOM,1980,621,1,FAIR,2020-09-30
9518,2172,Main Office,ADMIN,1971,188,1,GOOD,2021-11-29
9519,2172,Staff Facilities,TOILET_BLOCK,1950,629,1,GOOD,2024-10-21
9520,2172,Assembly Hall,HALL,1953,251,2,CRITICAL,2024-01-01
9521,2172,Maintenance Shed,STORAGE,1993,31,1,FAIR,2024-09-27
9522,2172,Changing Rooms,SPORTS_PAVILION,1989,628,1,GOOD,2023-01-05
9523,2172,Learning Centre,LIBRARY,1961,257,2,GOOD,2023-03-24
9524,2172,Fitness Centre,GYM,1987,632,2,POOR,2022-10-23
9525,2173,Block B,CLASSROOM,2014,716,2,GOOD,2021-01-03
9526,2173,Main Office,ADMIN,1981,644,2,GOOD,2021-10-19
9527,2173,Senior Toilets,TOILET_BLOCK,1998,110,1,FAIR,2023-03-09
9528,2173,Sports Store,STORAGE,1970,61,1,FAIR,2024-11-02
9529,2173,Resource Centre,LIBRARY,1995,364,2,FAIR,2022-03-06
9530,2175,Science Block,CLASSROOM,2015,632,2,POOR,2020-03-14
9531,2175,Main Office,ADMIN,1982,530,2,FAIR,2022-10-02
9532,2175,Senior Toilets,TOILET_BLOCK,1997,196,1,FAIR,2022-07-23
9533,2177,Block E,CLASSROOM,2013,549,2,POOR,2022-09-08
9534,2177,Main Office,ADMIN,2016,209,1,FAIR,2024-08-26
9535,2177,Staff Facilities,TOILET_BLOCK,1984,722,1,GOOD,2022-01-10
9536,2177,School Library,LIBRARY,1964,274,1,FAIR,2020-01-08
9537,2177,Sports Store,STORAGE,1955,63,1,GOOD,2024-01-27
9538,2177,Cricket Pavilion,SPORTS_PAVILION,2020,397,1,GOOD,2022-04-20
9539,2178,Block D,CLASSROOM,2020,458,1,GOOD,2023-02-05
9540,2178,Main Office,ADMIN,2004,184,1,GOOD,2024-08-11
9541,2178,Senior Toilets,TOILET_BLOCK,1978,476,1,FAIR,2023-04-14
9542,2178,Performing Arts Centre,HALL,2009,445,1,FAIR,2020-10-06
9543,2178,Sports Hall,GYM,1984,384,2,FAIR,2022-07-23
9544,2182,Science Block,CLASSROOM,1995,443,1,FAIR,2024-04-11
9545,2182,Staff Block,ADMIN,1984,520,1,GOOD,2022-07-04
9546,2182,Junior Toilets,TOILET_BLOCK,1993,260,1,GOOD,2024-01-20
9547,2182,Resource Centre,LIBRARY,2022,294,2,FAIR,2020-02-24
9548,2185,Science Block,CLASSROOM,2015,319,2,POOR,2023-03-14
9549,2185,Staff Block,ADMIN,2000,654,2,FAIR,2021-12-01
9550,2185,Staff Facilities,TOILET_BLOCK,1966,399,1,POOR,2021-01-03
9551,2185,Performing Arts Centre,HALL,1990,381,1,GOOD,2022-08-26
9552,2185,Metal Workshop,WORKSHOP,2020,684,2,GOOD,2024-05-31
9553,2189,Science Block,CLASSROOM,1981,495,1,GOOD,2020-06-21
9554,2189,Administration Building,ADMIN,1974,474,2,FAIR,2021-12-17
9555,2189,Sports Amenities,TOILET_BLOCK,1984,159,1,POOR,2021-06-07
9556,2189,Cricket Pavilion,SPORTS_PAVILION,1975,307,1,GOOD,2020-12-03
9557,2189,Metal Workshop,WORKSHOP,1963,199,2,FAIR,2021-01-26
9558,2189,Sports Hall,GYM,2006,62,2,POOR,2024-09-28
9559,2189,Sports Store,STORAGE,1958,98,1,GOOD,2020-12-08
9560,2190,Block C,CLASSROOM,1982,616,2,POOR,2023-06-02
9561,2190,Administration Building,ADMIN,2007,247,2,GOOD,2022-12-29
9562,2190,Senior Toilets,TOILET_BLOCK,1971,789,1,FAIR,2021-11-20
9563,2190,Equipment Store,STORAGE,1964,36,1,GOOD,2020-04-21
9564,2190,School Hall,HALL,1988,243,1,FAIR,2023-11-20
9565,2190,Resource Centre,LIBRARY,1968,270,2,GOOD,2020-11-26
9566,2190,Sports Pavilion,SPORTS_PAVILION,2021,600,1,POOR,2022-07-19
9567,2190,Metal Workshop,WORKSHOP,2012,637,2,POOR,2023-07-04
9568,2191,Technology Block,CLASSROOM,1991,544,2,FAIR,2024-04-06
9569,2191,Staff Block,ADMIN,1996,729,2,FAIR,2023-01-09
9570,2191,Senior Toilets,TOILET_BLOCK,1992,332,1,GOOD,2021-09-01
9571,2192,Senior Block,CLASSROOM,1997,785,1,GOOD,2024-07-07
9572,2192,Staff Block,ADMIN,2011,136,1,FAIR,2024-04-02
9573,2192,Sports Amenities,TOILET_BLOCK,1957,769,1,FAIR,2021-10-11
9574,2195,Block D,CLASSROOM,1955,592,1,GOOD,2021-03-18
9575,2195,Main Office,ADMIN,2010,598,1,FAIR,2024-08-03
9576,2195,Senior Toilets,TOILET_BLOCK,2022,82,1,GOOD,2023-08-05
9577,2195,Technology Workshop,WORKSHOP,2022,210,1,FAIR,2023-02-17
9578,2197,Block E,CLASSROOM,1974,682,1,FAIR,2023-09-17
9579,2197,Main Office,ADMIN,1993,684,2,GOOD,2024-05-16
9580,2197,Senior Toilets,TOILET_BLOCK,1952,273,1,FAIR,2024-05-20
9581,2198,Arts Block,CLASSROOM,2017,80,1,GOOD,2021-11-20
9582,2198,Administration Building,ADMIN,2009,195,1,FAIR,2023-08-27
9583,2198,Staff Facilities,TOILET_BLOCK,1970,109,1,POOR,2020-08-03
9584,2198,Food Technology,WORKSHOP,2016,505,2,FAIR,2021-05-20
9585,2199,Senior Block,CLASSROOM,1958,529,2,POOR,2021-08-17
9586,2199,Administration Building,ADMIN,1985,587,1,GOOD,2021-04-19
9587,2199,Senior Toilets,TOILET_BLOCK,1996,237,1,GOOD,2020-03-31
9588,2199,Metal Workshop,WORKSHOP,1998,604,2,GOOD,2022-05-25
9589,2199,School Library,LIBRARY,2008,106,2,POOR,2020-01-03
9590,2200,Block E,CLASSROOM,1987,569,2,CRITICAL,2022-01-19
9591,2200,Administration Building,ADMIN,1985,277,2,FAIR,2020-12-03
9592,2200,Sports Amenities,TOILET_BLOCK,1954,421,1,POOR,2021-05-07
9593,2201,Senior Block,CLASSROOM,1964,512,1,FAIR,2022-05-26
9594,2201,Administration Building,ADMIN,1962,631,2,FAIR,2020-07-15
9595,2201,Junior Toilets,TOILET_BLOCK,1975,578,1,FAIR,2020-06-09
9596,2201,Main Gymnasium,GYM,1970,299,2,POOR,2022-11-17
9597,2203,Block A,CLASSROOM,2003,114,1,POOR,2022-11-20
9598,2203,Staff Block,ADMIN,2016,719,2,GOOD,2021-09-28
9599,2203,Staff Facilities,TOILET_BLOCK,1992,779,1,GOOD,2020-12-07
9600,2203,Technology Workshop,WORKSHOP,1979,772,1,GOOD,2023-06-04
9601,2203,School Library,LIBRARY,1966,235,1,GOOD,2023-05-27
9602,2205,Senior Block,CLASSROOM,2013,607,2,POOR,2023-07-09
9603,2205,Main Office,ADMIN,2019,250,1,GOOD,2021-01-09
9604,2205,Sports Amenities,TOILET_BLOCK,1988,636,1,GOOD,2022-01-07
9605,2206,Technology Block,CLASSROOM,1983,203,2,FAIR,2022-06-20
