asset_id,site_id,building_id,asset_name,asset_type,install_date,last_service_date,condition_rating,is_active
20320,1791,8097.0,Workshop Lathe #3,MACHINERY,2022-05-12,2023-12-28,CRITICAL,True
20321,1791,8100.0,Central Heating System,HVAC,2016-04-16,2019-07-08,GOOD,True
20322,1791,,School Bus,VEHICLE,2021-10-12,2025-04-09,GOOD,True
20323,1791,,Chainsaw #1,GROUNDS_EQUIPMENT,2017-09-05,2020-02-06,GOOD,True
20324,1791,,Hedge Trimmer,GROUNDS_EQUIPMENT,2007-03-01,2011-10-20,FAIR,True
20325,1791,,Utility Vehicle #2,VEHICLE,2007-02-02,2007-10-31,FAIR,True
20326,1791,8098.0,Heat Pump Unit,HVAC,2021-05-01,2024-10-11,POOR,True
20327,1791,,Utility Vehicle,VEHICLE,2022-09-10,2025-01-20,GOOD,True
20328,1791,,Pool Fence,FENCING,2011-04-03,2014-04-03,FAIR,True
20329,1791,8102.0,Generator #2,ELECTRICAL,2005-12-02,2008-01-10,FAIR,True
20330,1791,,Drop-off Zone,CAR_PARK,2018-02-17,2019-06-25,GOOD,True
20331,1791,,Bus Bay #2,CAR_PARK,2016-07-07,2017-06-21,FAIR,True
20332,1792,,Cricket Nets #2,SPORTS_EQUIPMENT,2009-02-21,2011-01-09,POOR,True
20333,1792,8113.0,CNC Router,MACHINERY,2022-04-18,2024-12-23,POOR,True
20334,1792,,Hedge Trimmer,GROUNDS_EQUIPMENT,2010-08-21,2012-03-20,GOOD,True
20335,1792,,Line Marker,GROUNDS_EQUIPMENT,2008-05-31,2008-09-06,POOR,True
20336,1792,8112.0,Air Conditioning Unit #2,HVAC,2019-12-13,2022-09-24,FAIR,True
20337,1792,,Main Bus Stop #1,BUS_STOP,2008-06-01,2012-09-14,FAIR,True
20338,1792,8109.0,Air Conditioning Unit,HVAC,2010-01-16,2010-12-29,POOR,True
20339,1792,,Perimeter Fence - North #2,FENCING,2014-12-25,2016-01-16,GOOD,True
20340,1792,,Hall Roof,ROOFING,2013-08-04,2014-08-07,FAIR,True
20341,1792,,Library Roof #4,ROOFING,2008-11-14,2011-11-21,CRITICAL,True
20342,1792,,Sports Field Fence,FENCING,2016-09-18,2017-04-17,FAIR,True
20343,1792,8114.0,3D Printer,MACHINERY,2016-09-25,2017-03-28,FAIR,True
20344,1792,8106.0,Main Switchboard #2,ELECTRICAL,2016-03-26,2018-09-22,GOOD,True
20345,1792,8108.0,Solar Panel Array,ELECTRICAL,2006-01-14,2007-08-19,GOOD,True
20346,1792,8107.0,Emergency Lighting,ELECTRICAL,2019-06-06,2021-04-06,FAIR,True
20347,1792,,School Bus #2,VEHICLE,2016-10-19,2018-07-26,CRITICAL,True
20348,1792,8109.0,3D Printer,MACHINERY,2017-03-07,2018-12-31,POOR,True
20349,1792,8108.0,3D Printer #4,MACHINERY,2006-03-12,2008-10-10,FAIR,True
20350,1792,,School Bus,VEHICLE,2021-10-24,2025-01-19,FAIR,True
20351,1792,,Cricket Nets #4,SPORTS_EQUIPMENT,2019-12-21,2022-07-07,GOOD,True
20352,1793,,Perimeter Fence - North,FENCING,2017-03-12,2021-11-23,POOR,True
20353,1793,,Adventure Playground,PLAYGROUND,2010-11-27,2013-07-27,POOR,True
20354,1793,,Drop-off Zone,CAR_PARK,2012-03-14,2015-03-06,CRITICAL,False
20355,1793,8116.0,Table Saw,MACHINERY,2008-03-21,2012-12-26,FAIR,True
20356,1793,8115.0,Band Saw #2,MACHINERY,2006-05-15,2010-09-23,GOOD,True
20357,1793,,Adventure Playground #4,PLAYGROUND,2020-03-29,2021-07-17,FAIR,True
20358,1793,8118.0,Band Saw #4,MACHINERY,2009-07-06,2014-02-12,FAIR,True
20359,1793,8117.0,Heat Pump Unit,HVAC,2014-08-14,2016-08-06,GOOD,True
20360,1793,,Gym Roof #1,ROOFING,2005-08-21,2006-09-05,GOOD,True
20361,1794,8120.0,Solar Panel Array,ELECTRICAL,2019-01-05,2020-04-20,GOOD,True
20362,1794,8122.0,Band Saw #4,MACHINERY,2022-07-17,2023-09-04,POOR,True
20363,1794,,Main Bus Stop #3,BUS_STOP,2016-12-15,2017-07-27,FAIR,True
20364,1794,,Bus Bay #2,CAR_PARK,2021-04-01,2023-02-09,FAIR,True
20365,1794,,Kiss and Ride Zone #4,BUS_STOP,2015-05-27,2019-04-29,FAIR,True
20366,1794,,Main Bus Stop,BUS_STOP,2018-02-07,2018-11-15,FAIR,True
20367,1794,,Kiss and Ride Zone #2,BUS_STOP,2020-12-08,2021-03-11,GOOD,True
20368,1794,8119.0,Generator,ELECTRICAL,2011-05-23,2015-05-21,FAIR,True
20369,1794,,Pressure Washer,GROUNDS_EQUIPMENT,2013-04-13,2017-01-25,FAIR,True
20370,1794,8120.0,Boiler,HVAC,2012-04-21,2013-04-28,FAIR,True
20371,1796,8125.0,Heat Pump Unit #3,HVAC,2018-01-15,2020-04-20,FAIR,True
20372,1796,,Basketball Hoops #3,SPORTS_EQUIPMENT,2008-08-10,2010-09-12,GOOD,True
20373,1796,8126.0,Band Saw #3,MACHINERY,2016-02-23,2020-05-11,GOOD,True
20374,1796,,Visitor Car Park,CAR_PARK,2016-08-12,2018-04-28,FAIR,True
20375,1796,8126.0,Air Conditioning Unit #2,HVAC,2007-11-22,2008-08-12,GOOD,True
20376,1796,,Hedge Trimmer,GROUNDS_EQUIPMENT,2012-04-14,2013-10-05,POOR,True
20377,1796,,Long Jump Pit #4,SPORTS_EQUIPMENT,2021-09-19,2024-10-16,FAIR,True
20378,1796,,Chainsaw,GROUNDS_EQUIPMENT,2005-01-01,2006-04-30,GOOD,True
20379,1796,,Sports Field Fence #1,FENCING,2006-06-18,2008-07-10,GOOD,True
20380,1796,,Climbing Frame #4,PLAYGROUND,2009-06-19,2013-01-28,GOOD,True
20381,1796,,School Bus #4,VEHICLE,2010-05-27,2011-03-24,GOOD,True
20382,1796,,School Van,VEHICLE,2011-05-18,2015-05-28,POOR,True
20383,1796,,Kiss and Ride Zone,BUS_STOP,2017-06-12,2021-05-02,GOOD,True
20384,1796,,Junior Playground #1,PLAYGROUND,2005-04-16,2009-08-02,GOOD,True
20385,1796,,Kiss and Ride Zone #3,BUS_STOP,2011-01-10,2012-12-09,POOR,True
20386,1796,,Pool Fence #3,FENCING,2021-11-09,2022-06-22,GOOD,True
20387,1797,,Main Bus Stop,BUS_STOP,2006-11-11,2007-06-28,FAIR,True
20388,1797,8131.0,Workshop Lathe #4,MACHINERY,2021-09-19,2024-11-19,FAIR,True
20389,1797,8131.0,EV Charger,ELECTRICAL,2011-12-11,2015-12-09,POOR,True
20390,1797,8131.0,Ventilation System #1,HVAC,2015-04-28,2017-02-03,FAIR,True
20391,1797,,Pool Fence,FENCING,2013-07-01,2014-04-19,FAIR,True
20392,1797,,Perimeter Fence - South,FENCING,2007-02-19,2007-11-08,FAIR,True
20393,1797,,Utility Vehicle,VEHICLE,2016-02-07,2017-04-14,POOR,True
20394,1797,,School Van,VEHICLE,2022-09-23,2025-06-24,GOOD,True
20395,1797,,Perimeter Fence - North,FENCING,2018-06-28,2019-05-24,GOOD,True
20396,1797,8131.0,Central Heating System,HVAC,2021-09-22,2024-06-01,GOOD,True
20397,1798,,Kiss and Ride Zone #4,BUS_STOP,2012-04-08,2016-08-19,POOR,True
20398,1798,,Utility Vehicle #1,VEHICLE,2018-09-17,2022-08-09,GOOD,True
20399,1798,,Perimeter Fence - North,FENCING,2011-05-05,2015-02-06,GOOD,True
20400,1798,8133.0,EV Charger,ELECTRICAL,2011-02-19,2013-03-02,GOOD,True
20401,1798,,Visitor Car Park #4,CAR_PARK,2007-01-29,2011-11-05,FAIR,True
20402,1798,,Hall Roof,ROOFING,2005-04-09,2010-01-28,GOOD,True
20403,1798,8132.0,EV Charger,ELECTRICAL,2015-08-13,2016-03-09,FAIR,True
20404,1798,,Secondary Bus Stop,BUS_STOP,2017-09-10,2018-04-08,POOR,True
20405,1798,8133.0,3D Printer,MACHINERY,2010-04-17,2014-09-13,GOOD,True
20406,1798,,School Van,VEHICLE,2009-09-05,2012-02-21,FAIR,True
20407,1798,8134.0,Main Switchboard #2,ELECTRICAL,2005-08-16,2007-04-26,FAIR,True
20408,1798,,Pressure Washer,GROUNDS_EQUIPMENT,2007-08-21,2008-01-22,GOOD,True
20409,1800,,Bus Bay,CAR_PARK,2006-03-23,2008-05-13,FAIR,True
20410,1800,8138.0,3D Printer #3,MACHINERY,2013-12-08,2016-07-07,POOR,True
20411,1800,,Gym Roof,ROOFING,2005-01-11,2009-03-06,GOOD,True
20412,1800,8140.0,Heat Pump Unit #2,HVAC,2014-11-20,2015-08-10,FAIR,True
20413,1800,8140.0,Emergency Lighting #3,ELECTRICAL,2019-07-17,2024-05-16,GOOD,True
20414,1800,,Long Jump Pit,SPORTS_EQUIPMENT,2011-03-13,2014-12-12,GOOD,True
20415,1800,8137.0,Solar Panel Array #4,ELECTRICAL,2015-07-26,2019-07-15,POOR,True
20416,1800,,Climbing Frame,PLAYGROUND,2021-02-19,2023-08-12,GOOD,True
20417,1800,8139.0,Main Switchboard #1,ELECTRICAL,2013-05-29,2016-07-29,GOOD,True
20418,1806,8142.0,Drill Press #4,MACHINERY,2021-03-04,2021-07-22,GOOD,True
20419,1806,,Ride-on Mower #2,VEHICLE,2017-08-19,2022-03-25,FAIR,True
20420,1806,8142.0,Boiler,HVAC,2009-11-16,2012-04-27,GOOD,True
20421,1806,,Junior Playground #2,PLAYGROUND,2016-01-19,2018-06-02,FAIR,True
20422,1806,,Cricket Nets,SPORTS_EQUIPMENT,2016-12-31,2019-11-11,FAIR,True
20423,1806,8142.0,EV Charger #1,ELECTRICAL,2020-08-20,2023-01-11,FAIR,True
20424,1806,8143.0,Emergency Lighting,ELECTRICAL,2020-07-15,2024-04-07,FAIR,True
20425,1806,8142.0,Generator #2,ELECTRICAL,2020-08-12,2023-11-12,FAIR,True
20426,1808,8147.0,3D Printer,MACHINERY,2008-08-27,2009-10-11,GOOD,True
20427,1808,,Adventure Playground #3,PLAYGROUND,2018-08-11,2021-08-28,GOOD,True
20428,1808,8147.0,3D Printer,MACHINERY,2012-08-02,2015-10-11,FAIR,True
20429,1808,,Library Roof #2,ROOFING,2015-12-09,2017-10-14,GOOD,True
20430,1808,,Utility Vehicle,VEHICLE,2012-03-19,2012-07-15,CRITICAL,False
20431,1808,8148.0,Band Saw #4,MACHINERY,2005-07-07,2009-08-13,GOOD,True
20432,1808,8147.0,3D Printer,MACHINERY,2005-12-07,2009-08-16,POOR,True
20433,1808,8148.0,Band Saw,MACHINERY,2015-07-31,2019-01-07,GOOD,True
20434,1808,,Bus Bay #3,CAR_PARK,2009-02-11,2013-06-07,FAIR,True
20435,1809,,Perimeter Fence - North #4,FENCING,2015-07-06,2016-11-16,FAIR,True
20436,1809,8150.0,Central Heating System #1,HVAC,2010-02-06,2013-08-16,GOOD,True
20437,1809,8149.0,Central Heating System #4,HVAC,2014-08-20,2016-10-07,GOOD,True
20438,1809,,Ride-on Mower,VEHICLE,2015-03-17,2017-12-10,GOOD,True
20439,1809,8152.0,EV Charger,ELECTRICAL,2008-08-31,2010-12-06,FAIR,True
20440,1809,,Hedge Trimmer,GROUNDS_EQUIPMENT,2011-05-09,2015-01-19,GOOD,True
20441,1809,,Basketball Hoops #1,SPORTS_EQUIPMENT,2017-04-16,2018-10-20,CRITICAL,False
20442,1809,,Adventure Playground #4,PLAYGROUND,2005-11-09,2010-07-30,GOOD,True
20443,1809,,Long Jump Pit #2,SPORTS_EQUIPMENT,2020-10-08,2025-03-27,GOOD,True
20444,1809,,Main Bus Stop #1,BUS_STOP,2010-03-12,2013-05-13,FAIR,True
20445,1811,,Swimming Pool,SPORTS_EQUIPMENT,2014-11-06,2015-09-28,POOR,True
20446,1811,8155.0,Main Switchboard,ELECTRICAL,2018-07-02,2023-01-06,GOOD,True
20447,1811,,Ride-on Mower,VEHICLE,2010-03-25,2011-11-17,CRITICAL,True
20448,1811,,Staff Car Park,CAR_PARK,2009-08-26,2010-09-27,CRITICAL,False
20449,1811,8154.0,Ventilation System,HVAC,2005-04-08,2006-03-30,FAIR,True
20450,1811,,Senior Playground #3,PLAYGROUND,2022-09-23,2025-05-09,FAIR,True
20451,1811,8155.0,Solar Panel Array,ELECTRICAL,2005-03-10,2005-08-27,FAIR,True
20452,1811,,School Van,VEHICLE,2014-06-07,2018-02-11,GOOD,True
20453,1811,8154.0,Heat Pump Unit #3,HVAC,2013-01-25,2014-06-08,POOR,True
20454,1811,,Pressure Washer #4,GROUNDS_EQUIPMENT,2021-06-25,2023-07-05,FAIR,True
20455,1811,,Perimeter Fence - North,FENCING,2007-10-31,2010-08-27,FAIR,True
20456,1812,,Senior Playground #2,PLAYGROUND,2013-03-17,2017-09-17,FAIR,True
20457,1812,8158.0,Workshop Lathe #3,MACHINERY,2022-08-05,2024-09-05,POOR,True
20458,1812,8161.0,Emergency Lighting #2,ELECTRICAL,2020-08-14,2024-05-14,FAIR,True
20459,1812,8162.0,Table Saw #2,MACHINERY,2008-12-27,2011-10-09,FAIR,True
20460,1812,8158.0,Drill Press #2,MACHINERY,2008-09-11,2010-06-15,POOR,True
20461,1812,8158.0,Ventilation System,HVAC,2007-08-29,2011-03-15,FAIR,True
20462,1812,8160.0,EV Charger,ELECTRICAL,2006-04-17,2011-03-01,FAIR,True
20463,1812,8161.0,Solar Panel Array,ELECTRICAL,2020-03-18,2022-07-25,GOOD,True
20464,1812,,Lawn Mower #3,GROUNDS_EQUIPMENT,2011-06-20,2014-08-31,FAIR,True
20465,1812,8159.0,Main Switchboard #3,ELECTRICAL,2016-11-05,2020-06-25,FAIR,True
20466,1812,,Pool Fence,FENCING,2017-10-15,2020-08-03,FAIR,True
20467,1812,,Cricket Nets #4,SPORTS_EQUIPMENT,2005-02-22,2009-09-03,FAIR,True
20468,1813,,Drop-off Zone #1,CAR_PARK,2015-06-09,2015-10-12,GOOD,True
20469,1813,8164.0,Drill Press #3,MACHINERY,2010-05-31,2014-10-12,POOR,True
20470,1813,8171.0,Solar Panel Array #4,ELECTRICAL,2019-07-06,2022-06-07,POOR,True
20471,1813,,Pool Fence #2,FENCING,2020-04-12,2023-04-13,FAIR,True
20472,1813,8171.0,Generator,ELECTRICAL,2018-07-20,2022-12-03,GOOD,True
20473,1813,8169.0,Band Saw,MACHINERY,2006-07-28,2008-12-13,FAIR,True
20474,1813,8170.0,Boiler #2,HVAC,2015-11-18,2018-01-15,GOOD,True
20475,1813,8164.0,Central Heating System,HVAC,2021-03-31,2022-06-02,POOR,True
20476,1813,,Adventure Playground #4,PLAYGROUND,2017-04-01,2020-04-22,GOOD,True
20477,1813,8167.0,Emergency Lighting #2,ELECTRICAL,2007-03-25,2010-08-25,FAIR,True
20478,1813,,Secondary Bus Stop,BUS_STOP,2009-04-28,2011-06-05,FAIR,True
20479,1813,,Junior Playground #3,PLAYGROUND,2016-09-28,2019-07-29,POOR,True
20480,1813,,Bus Bay #1,CAR_PARK,2022-08-08,2025-03-01,FAIR,True
20481,1813,,Hall Roof,ROOFING,2009-03-14,2013-07-26,POOR,True
20482,1813,8166.0,Boiler,HVAC,2019-08-31,2020-01-10,GOOD,True
20483,1813,8170.0,Central Heating System,HVAC,2011-01-07,2015-09-21,GOOD,True
20484,1813,,Pool Fence,FENCING,2016-12-03,2020-08-26,GOOD,True
20485,1813,8165.0,CNC Router,MACHINERY,2018-08-27,2023-03-15,GOOD,True
20486,1813,8169.0,CNC Router #1,MACHINERY,2010-02-08,2010-06-01,FAIR,True
20487,1813,8169.0,Ventilation System #2,HVAC,2009-01-15,2012-05-03,POOR,True
20488,1813,,Pool Fence #1,FENCING,2013-08-21,2016-07-04,GOOD,True
20489,1813,8164.0,Ventilation System,HVAC,2020-06-21,2024-10-25,CRITICAL,False
20490,1813,8166.0,Solar Panel Array #4,ELECTRICAL,2005-01-20,2006-08-01,FAIR,True
20491,1813,,Netball Courts #4,SPORTS_EQUIPMENT,2008-11-17,2010-01-25,POOR,True
20492,1813,,Drop-off Zone,CAR_PARK,2010-03-31,2013-08-17,GOOD,True
20493,1813,8167.0,Main Switchboard #4,ELECTRICAL,2021-05-30,2024-07-10,GOOD,True
20494,1814,,Main Bus Stop,BUS_STOP,2012-06-16,2016-02-05,GOOD,True
20495,1814,,School Van #3,VEHICLE,2018-04-09,2019-08-01,GOOD,True
20496,1814,8175.0,Table Saw,MACHINERY,2020-09-25,2022-12-15,POOR,True
20497,1814,,Long Jump Pit,SPORTS_EQUIPMENT,2022-05-17,2023-11-07,FAIR,True
20498,1814,8174.0,EV Charger #4,ELECTRICAL,2015-08-08,2020-02-13,POOR,True
20499,1814,8175.0,EV Charger #3,ELECTRICAL,2009-02-28,2014-01-09,GOOD,True
20500,1814,,Perimeter Fence - South #1,FENCING,2014-01-17,2018-05-15,FAIR,True
20501,1814,8176.0,Air Conditioning Unit #3,HVAC,2005-02-12,2006-06-23,POOR,True
20502,1814,8175.0,Central Heating System #4,HVAC,2021-04-12,2024-05-29,CRITICAL,False
20503,1814,,Chainsaw #4,GROUNDS_EQUIPMENT,2018-02-11,2020-09-25,GOOD,True
20504,1814,,School Bus,VEHICLE,2012-06-15,2016-07-08,GOOD,True
20505,1814,,Senior Playground,PLAYGROUND,2015-12-15,2017-10-11,FAIR,True
20506,1815,8177.0,Band Saw,MACHINERY,2006-12-12,2010-07-01,GOOD,True
20507,1815,,Main Block Roof #2,ROOFING,2008-09-28,2012-03-30,GOOD,True
20508,1815,,Staff Car Park #1,CAR_PARK,2020-06-20,2022-07-13,GOOD,True
20509,1815,,Kiss and Ride Zone,BUS_STOP,2013-01-16,2013-09-19,GOOD,True
20510,1815,,Perimeter Fence - South #2,FENCING,2021-08-04,2024-02-19,FAIR,True
20511,1815,,Hall Roof,ROOFING,2018-05-22,2021-12-01,GOOD,True
20512,1815,8178.0,Central Heating System #1,HVAC,2006-09-05,2009-02-08,GOOD,True
20513,1815,8181.0,Drill Press,MACHINERY,2021-12-09,2022-06-24,GOOD,True
20514,1815,8178.0,Drill Press #1,MACHINERY,2021-01-26,2021-11-18,GOOD,True
20515,1815,,Gym Roof #1,ROOFING,2007-02-16,2008-12-18,GOOD,True
20516,1818,,Perimeter Fence - North #2,FENCING,2016-07-22,2018-05-29,FAIR,True
20517,1818,8185.0,CNC Router #4,MACHINERY,2021-02-19,2023-10-14,GOOD,True
20518,1818,,Perimeter Fence - South #3,FENCING,2006-05-09,2010-05-25,FAIR,True
20519,1818,,Climbing Frame,PLAYGROUND,2018-01-14,2020-07-13,GOOD,True
20520,1818,8182.0,Drill Press,MACHINERY,2016-04-15,2016-12-28,GOOD,True
20521,1818,,Utility Vehicle,VEHICLE,2009-12-22,2011-07-27,GOOD,True
20522,1818,,Main Bus Stop,BUS_STOP,2016-12-15,2021-04-26,CRITICAL,True
20523,1818,8185.0,Workshop Lathe,MACHINERY,2005-06-21,2008-03-11,FAIR,True
20524,1818,8184.0,Boiler #1,HVAC,2019-05-05,2023-05-29,GOOD,True
20525,1818,,Visitor Car Park,CAR_PARK,2020-11-07,2023-12-27,FAIR,True
20526,1819,8187.0,Central Heating System #3,HVAC,2020-09-05,2023-03-02,GOOD,True
20527,1819,,School Bus #1,VEHICLE,2016-10-26,2017-04-06,FAIR,True
20528,1819,,Ride-on Mower,VEHICLE,2017-11-12,2019-12-02,FAIR,True
20529,1819,,Climbing Frame #1,PLAYGROUND,2017-02-05,2018-09-05,FAIR,True
20530,1819,,Swimming Pool #1,SPORTS_EQUIPMENT,2005-04-14,2006-11-05,POOR,True
20531,1819,,Basketball Hoops,SPORTS_EQUIPMENT,2005-10-24,2006-07-15,POOR,True
20532,1819,8188.0,Main Switchboard #1,ELECTRICAL,2008-09-02,2009-11-08,FAIR,True
20533,1819,8187.0,Generator,ELECTRICAL,2005-10-22,2006-09-22,FAIR,True
20534,1819,,Perimeter Fence - North #1,FENCING,2015-06-28,2019-12-03,FAIR,True
20535,1819,,Sports Field Fence,FENCING,2009-09-07,2010-04-19,GOOD,True
20536,1819,8189.0,Generator,ELECTRICAL,2006-09-13,2010-07-02,POOR,True
20537,1819,,School Bus,VEHICLE,2019-08-11,2020-05-23,GOOD,True
20538,1820,,Hall Roof,ROOFING,2020-10-05,2022-02-15,FAIR,True
20539,1820,,Perimeter Fence - North #2,FENCING,2019-09-16,2021-12-29,GOOD,True
20540,1820,8190.0,Main Switchboard,ELECTRICAL,2007-04-02,2012-03-02,GOOD,True
20541,1820,,Utility Vehicle #1,VEHICLE,2012-05-28,2013-11-04,POOR,True
20542,1820,8195.0,Boiler #1,HVAC,2019-08-06,2020-03-22,FAIR,True
20543,1820,8193.0,Generator #4,ELECTRICAL,2012-08-12,2017-02-21,GOOD,True
20544,1820,,Staff Car Park #2,CAR_PARK,2017-11-23,2018-03-31,CRITICAL,True
20545,1820,,Secondary Bus Stop,BUS_STOP,2005-11-01,2007-03-29,GOOD,True
20546,1820,,Gym Roof #3,ROOFING,2016-11-22,2018-03-23,FAIR,True
20547,1820,8191.0,Workshop Lathe #4,MACHINERY,2005-08-20,2006-09-01,GOOD,True
20548,1820,,Long Jump Pit,SPORTS_EQUIPMENT,2019-08-14,2021-06-09,POOR,True
20549,1820,,Perimeter Fence - South,FENCING,2009-05-19,2010-05-11,FAIR,True
20550,1820,8193.0,Generator,ELECTRICAL,2006-01-16,2010-10-22,GOOD,True
20551,1820,8194.0,Heat Pump Unit,HVAC,2007-05-29,2012-01-14,POOR,True
20552,1820,,Chainsaw,GROUNDS_EQUIPMENT,2020-04-20,2021-09-16,POOR,True
20553,1820,,Secondary Bus Stop #2,BUS_STOP,2013-08-30,2014-03-13,FAIR,True
20554,1820,8194.0,Table Saw #1,MACHINERY,2018-09-05,2020-05-21,FAIR,True
20555,1820,8192.0,Heat Pump Unit,HVAC,2013-04-14,2013-09-15,POOR,True
20556,1820,,Tennis Court,SPORTS_EQUIPMENT,2018-03-06,2020-07-31,GOOD,True
20557,1820,,Gym Roof,ROOFING,2019-02-20,2022-04-03,POOR,True
20558,1820,8190.0,Table Saw,MACHINERY,2014-11-22,2015-03-07,FAIR,True
20559,1820,8194.0,Emergency Lighting #1,ELECTRICAL,2017-01-12,2017-05-06,FAIR,True
20560,1820,8191.0,Boiler,HVAC,2005-02-19,2006-12-20,FAIR,True
20561,1820,,Drop-off Zone,CAR_PARK,2022-05-22,2024-09-23,POOR,True
20562,1820,,Secondary Bus Stop,BUS_STOP,2013-04-08,2014-09-14,GOOD,True
20563,1820,,Swing Set #4,PLAYGROUND,2010-10-25,2011-11-04,FAIR,True
20564,1821,8205.0,Generator,ELECTRICAL,2014-01-03,2015-10-04,FAIR,True
20565,1821,8204.0,Generator,ELECTRICAL,2008-12-20,2013-01-23,FAIR,True
20566,1821,,Ride-on Mower,VEHICLE,2018-08-02,2022-10-07,POOR,True
20567,1821,,Hall Roof #1,ROOFING,2014-01-28,2018-12-27,GOOD,True
20568,1821,8207.0,3D Printer #1,MACHINERY,2008-10-25,2012-11-29,CRITICAL,False
20569,1821,8207.0,Ventilation System,HVAC,2018-02-09,2022-05-15,GOOD,True
20570,1821,8204.0,Boiler,HVAC,2020-11-27,2021-10-01,POOR,True
20571,1821,,Gym Roof,ROOFING,2021-06-18,2025-04-01,FAIR,True
20572,1821,8205.0,Ventilation System #4,HVAC,2016-07-18,2017-05-27,GOOD,True
20573,1821,8202.0,Air Conditioning Unit #3,HVAC,2011-07-20,2014-11-01,FAIR,True
20574,1821,8200.0,Table Saw #1,MACHINERY,2012-09-03,2014-11-10,GOOD,True
20575,1821,,Gym Roof #4,ROOFING,2012-04-27,2015-02-18,FAIR,True
20576,1821,8199.0,Ventilation System #4,HVAC,2015-11-09,2017-02-18,FAIR,True
20577,1821,8201.0,Generator #3,ELECTRICAL,2015-09-28,2019-02-07,GOOD,True
20578,1821,8207.0,Heat Pump Unit,HVAC,2011-11-15,2014-01-10,FAIR,True
20579,1821,,Gym Roof,ROOFING,2014-07-02,2016-03-03,POOR,True
20580,1821,8202.0,Boiler #3,HVAC,2011-05-14,2015-09-01,CRITICAL,True
20581,1821,,Staff Car Park #1,CAR_PARK,2017-08-27,2019-06-03,GOOD,True
20582,1821,8204.0,EV Charger,ELECTRICAL,2016-05-02,2019-07-15,FAIR,True
20583,1821,8199.0,Emergency Lighting #2,ELECTRICAL,2010-10-12,2011-12-21,GOOD,True
20584,1821,8201.0,Workshop Lathe #2,MACHINERY,2010-09-05,2012-07-24,FAIR,True
20585,1821,,Kiss and Ride Zone,BUS_STOP,2021-04-10,2021-11-17,CRITICAL,False
20586,1821,,Staff Car Park #2,CAR_PARK,2007-07-25,2008-12-05,GOOD,True
20587,1821,8205.0,3D Printer #4,MACHINERY,2012-12-16,2015-12-11,FAIR,True
20588,1821,,Drop-off Zone,CAR_PARK,2012-09-22,2016-10-30,FAIR,True
20589,1821,,Perimeter Fence - South #2,FENCING,2021-11-17,2022-04-26,FAIR,True
20590,1824,,Chainsaw,GROUNDS_EQUIPMENT,2016-02-13,2017-05-27,POOR,True
20591,1824,8209.0,Generator #4,ELECTRICAL,2016-10-08,2018-01-21,GOOD,True
20592,1824,8210.0,Generator,ELECTRICAL,2019-04-12,2019-08-17,POOR,True
20593,1824,8214.0,Emergency Lighting #1,ELECTRICAL,2016-01-13,2017-12-17,CRITICAL,True
20594,1824,8213.0,Solar Panel Array,ELECTRICAL,2012-08-21,2013-04-20,FAIR,True
20595,1824,8212.0,Boiler,HVAC,2022-02-07,2024-08-07,FAIR,True
20596,1824,,Perimeter Fence - South #2,FENCING,2010-01-25,2013-09-28,GOOD,True
20597,1824,,Staff Car Park #1,CAR_PARK,2014-06-11,2017-11-25,FAIR,True
20598,1824,,Perimeter Fence - North,FENCING,2008-10-18,2010-03-18,CRITICAL,True
20599,1824,,Climbing Frame #4,PLAYGROUND,2019-05-05,2022-10-21,GOOD,True
20600,1824,,Bus Bay,CAR_PARK,2017-03-31,2019-06-22,FAIR,True
20601,1824,,Swing Set #2,PLAYGROUND,2017-12-11,2021-07-06,POOR,True
20602,1824,8209.0,Workshop Lathe #1,MACHINERY,2016-04-28,2019-01-30,FAIR,True
20603,1824,8209.0,3D Printer,MACHINERY,2011-06-06,2011-10-14,GOOD,True
20604,1824,8212.0,Emergency Lighting,ELECTRICAL,2018-09-26,2019-04-19,FAIR,True
20605,1824,,Perimeter Fence - North,FENCING,2007-09-17,2008-11-14,FAIR,True
20606,1824,,Kiss and Ride Zone #1,BUS_STOP,2019-10-17,2020-10-12,GOOD,True
20607,1825,8219.0,Air Conditioning Unit,HVAC,2012-03-31,2014-09-11,POOR,True
20608,1825,8215.0,Boiler #3,HVAC,2008-06-12,2009-01-02,FAIR,True
20609,1825,,Flying Fox,PLAYGROUND,2022-06-01,2024-09-29,FAIR,True
20610,1825,,Adventure Playground,PLAYGROUND,2012-10-07,2014-07-07,GOOD,True
20611,1825,,Drop-off Zone #2,CAR_PARK,2020-09-21,2023-06-25,FAIR,True
20612,1825,8216.0,Workshop Lathe #3,MACHINERY,2021-10-12,2023-08-23,FAIR,True
20613,1825,,Line Marker,GROUNDS_EQUIPMENT,2019-09-01,2021-10-11,CRITICAL,True
20614,1825,,Kiss and Ride Zone #1,BUS_STOP,2009-06-07,2012-09-10,GOOD,True
20615,1825,,Perimeter Fence - South #4,FENCING,2006-09-17,2010-11-03,POOR,True
20616,1825,,Swimming Pool,SPORTS_EQUIPMENT,2011-11-27,2012-03-06,GOOD,True
20617,1825,,Perimeter Fence - South #2,FENCING,2007-01-15,2008-12-19,GOOD,True
20618,1826,,Visitor Car Park #1,CAR_PARK,2019-01-02,2022-11-09,POOR,True
20619,1826,,Main Bus Stop,BUS_STOP,2007-06-07,2010-04-21,GOOD,True
