hazard_id,site_id,building_id,asset_id,hazard_type,hazard_category,description,location_description,risk_level,status,identified_date,identified_by_assessment_id,identified_by_inspection_id,control_measures
58500,2338,,,CHEMICAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,CRITICAL,CONTROLLED,2023-05-08,,16340.0,Controls applied as per action plan
58501,2338,,24610.0,PHYSICAL,HEIGHTS,Inadequate ladder storage and inspection regime,School grounds,MEDIUM,ELIMINATED,2024-03-09,,16341.0,Controls applied as per action plan
58502,2338,9824.0,,STRUCTURAL,ASBESTOS,Suspected ACM in ceiling tiles of Staff Block (pre-1990 construction),Staff Block,MEDIUM,MONITORING,2024-09-20,,16342.0,Controls applied as per action plan
58503,2338,,24615.0,PHYSICAL,WATER,Standing water creating mosquito breeding ground,School grounds,HIGH,MONITORING,2024-07-12,,16343.0,Controls applied as per action plan
58504,2338,,,ENVIRONMENTAL,ASBESTOS,Suspected ACM in ceiling tiles of adjacent to the playground (pre-1990 construction),School grounds,LOW,ELIMINATED,2024-07-12,,16343.0,Controls applied as per action plan
58505,2339,9826.0,,ENVIRONMENTAL,TREES,Unstable tree identified near Technology Block boundary,Technology Block,MEDIUM,CONTROLLED,2020-03-14,16809.0,,Controls applied as per action plan
58506,2339,,24620.0,ELECTRICAL,TREES,Unstable tree identified near near the car park boundary,School grounds,HIGH,CONTROLLED,2020-03-14,16809.0,,Controls applied as per action plan
58507,2339,,24624.0,PHYSICAL,WEATHER,Wind exposure to portable buildings near the main entrance,School grounds,MEDIUM,ELIMINATED,2020-03-14,16809.0,,Controls applied as per action plan
58508,2339,,,ENVIRONMENTAL,HEIGHTS,No edge protection on the sports field perimeter roof access,School grounds,HIGH,MONITORING,2020-03-14,16809.0,,Controls applied as per action plan
58509,2339,,,PHYSICAL,TREES,Dead branch overhanging walkway near near the car park,School grounds,HIGH,ELIMINATED,2020-09-23,16810.0,,Controls applied as per action plan
58510,2339,9826.0,,STRUCTURAL,SLIP_TRIP_FALL,Uneven paving stones near Technology Block creating trip hazard,Technology Block,LOW,MONITORING,2020-09-23,16810.0,,Controls applied as per action plan
58511,2339,,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near adjacent to the playground making surface slippery in wet conditions,School grounds,HIGH,CONTROLLED,2020-09-23,16810.0,,Controls applied as per action plan
58512,2339,,,ENVIRONMENTAL,WEATHER,Wind exposure to portable buildings near near the car park,School grounds,HIGH,OPEN,2021-03-25,16811.0,,
58513,2339,9826.0,,CHEMICAL,ASBESTOS,Damaged soffit near Technology Block potentially containing asbestos,Technology Block,MEDIUM,ELIMINATED,2021-03-25,16811.0,,Controls applied as per action plan
58514,2339,9828.0,,ENVIRONMENTAL,WATER,Standing water creating mosquito breeding ground,Junior Toilets,HIGH,OPEN,2021-03-25,16811.0,,
58515,2339,9828.0,,ELECTRICAL,WATER,Flooding risk to Junior Toilets from blocked drain,Junior Toilets,LOW,MONITORING,2021-03-25,16811.0,,Controls applied as per action plan
58516,2339,9828.0,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in Junior Toilets creating trip point,Junior Toilets,MEDIUM,OPEN,2021-09-23,16812.0,,
58517,2339,,,ERGONOMIC,SLIP_TRIP_FALL,Worn carpet edge in the sports field perimeter creating trip point,School grounds,HIGH,CONTROLLED,2021-09-23,16812.0,,Controls applied as per action plan
58518,2339,,24623.0,ENVIRONMENTAL,HEIGHTS,Unprotected mezzanine edge in the northern boundary,School grounds,HIGH,ELIMINATED,2022-03-23,16813.0,,Controls applied as per action plan
58519,2339,,,ENVIRONMENTAL,FALLING_OBJECTS,Deteriorating fascia boards above the main entrance walkway,School grounds,HIGH,ELIMINATED,2023-03-27,16815.0,,Controls applied as per action plan
58520,2339,9828.0,,ENVIRONMENTAL,ELECTRICAL,Overhead power lines within reach of tree growth,Junior Toilets,MEDIUM,CONTROLLED,2023-03-27,16815.0,,Controls applied as per action plan
58521,2339,9826.0,,STRUCTURAL,HEIGHTS,Inadequate ladder storage and inspection regime,Technology Block,HIGH,ELIMINATED,2023-09-19,16816.0,,Controls applied as per action plan
58522,2339,9828.0,,ERGONOMIC,SLIP_TRIP_FALL,Uneven paving stones near Junior Toilets creating trip hazard,Junior Toilets,MEDIUM,OPEN,2023-09-19,16816.0,,
58523,2339,9826.0,,ELECTRICAL,TREES,Unstable tree identified near Technology Block boundary,Technology Block,MEDIUM,OPEN,2023-09-19,16816.0,,
58524,2339,,,PHYSICAL,WATER,Flooding risk to adjacent to the playground from blocked drain,School grounds,MEDIUM,MONITORING,2024-03-03,16817.0,,Controls applied as per action plan
58525,2339,9826.0,,ERGONOMIC,PLAYGROUND,Rusted bolt on swing frame,Technology Block,MEDIUM,ELIMINATED,2024-03-03,16817.0,,Controls applied as per action plan
58526,2339,9826.0,,PHYSICAL,MACHINERY,Missing guard on equipment in Technology Block,Technology Block,CRITICAL,CONTROLLED,2024-03-03,16817.0,,Controls applied as per action plan
58527,2339,,,STRUCTURAL,PLAYGROUND,Gap in playground fencing allowing access to road,School grounds,LOW,CONTROLLED,2024-03-03,16817.0,,Controls applied as per action plan
58528,2339,,,ERGONOMIC,WEATHER,Ponding water near the sports field perimeter after rainfall,School grounds,MEDIUM,ELIMINATED,2024-09-20,16818.0,,Controls applied as per action plan
58529,2339,,,PHYSICAL,ELECTRICAL,Damaged power point cover in the sports field perimeter,School grounds,HIGH,CONTROLLED,2024-09-20,16818.0,,Controls applied as per action plan
58530,2339,,,STRUCTURAL,ELECTRICAL,Worn cable on portable equipment in the sports field perimeter,School grounds,MEDIUM,MONITORING,2024-09-20,16818.0,,Controls applied as per action plan
58531,2339,,,ENVIRONMENTAL,MACHINERY,Missing guard on equipment in adjacent to the playground,School grounds,HIGH,CONTROLLED,2024-09-20,16818.0,,Controls applied as per action plan
58532,2339,,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in adjacent to the playground creating trip point,School grounds,HIGH,CONTROLLED,2020-05-17,,16346.0,Controls applied as per action plan
58533,2339,9827.0,,PHYSICAL,HEIGHTS,Inadequate ladder storage and inspection regime,Administration Building,HIGH,ELIMINATED,2021-03-21,,16347.0,Controls applied as per action plan
58534,2339,9827.0,,ENVIRONMENTAL,ASBESTOS,Suspected ACM in ceiling tiles of Administration Building (pre-1990 construction),Administration Building,LOW,ELIMINATED,2021-03-21,,16347.0,Controls applied as per action plan
58535,2339,,,ENVIRONMENTAL,TREES,Large tree root lifting pathway surface,School grounds,LOW,OPEN,2021-03-21,,16347.0,
58536,2339,9827.0,,ELECTRICAL,SLIP_TRIP_FALL,Worn carpet edge in Administration Building creating trip point,Administration Building,MEDIUM,CONTROLLED,2021-11-05,,16348.0,Controls applied as per action plan
58537,2339,,24619.0,STRUCTURAL,TREES,Large tree root lifting pathway surface,School grounds,LOW,CONTROLLED,2021-05-26,,16349.0,Controls applied as per action plan
58538,2339,,24623.0,STRUCTURAL,WATER,Standing water creating mosquito breeding ground,School grounds,MEDIUM,ELIMINATED,2022-05-05,,16350.0,Controls applied as per action plan
58539,2339,,,PHYSICAL,TREES,Large tree root lifting pathway surface,School grounds,LOW,CONTROLLED,2022-05-05,,16350.0,Controls applied as per action plan
58540,2339,,24621.0,ENVIRONMENTAL,FALLING_OBJECTS,Loose guttering on the northern boundary at risk of falling in high winds,School grounds,MEDIUM,CONTROLLED,2022-10-26,,16351.0,Controls applied as per action plan
58541,2339,9826.0,,ENVIRONMENTAL,PLAYGROUND,Gap in playground fencing allowing access to road,Technology Block,LOW,CONTROLLED,2022-06-22,,16352.0,Controls applied as per action plan
58542,2339,,,BIOLOGICAL,SLIP_TRIP_FALL,Uneven paving stones near the sports field perimeter creating trip hazard,School grounds,LOW,MONITORING,2022-06-22,,16352.0,Controls applied as per action plan
58543,2339,9826.0,,PHYSICAL,MACHINERY,Worn blade on grounds equipment stored in Technology Block,Technology Block,MEDIUM,CONTROLLED,2022-06-22,,16352.0,Controls applied as per action plan
58544,2339,,,BIOLOGICAL,SLIP_TRIP_FALL,Algae growth on pathway near the main entrance making surface slippery in wet conditions,School grounds,HIGH,CONTROLLED,2023-08-27,,16353.0,Controls applied as per action plan
58545,2339,9828.0,,STRUCTURAL,TREES,Large tree root lifting pathway surface,Junior Toilets,HIGH,MONITORING,2023-08-27,,16353.0,Controls applied as per action plan
58546,2339,,,BIOLOGICAL,ELECTRICAL,Worn cable on portable equipment in the northern boundary,School grounds,MEDIUM,MONITORING,2023-10-26,,16354.0,Controls applied as per action plan
58547,2339,9826.0,,ENVIRONMENTAL,WEATHER,Ponding water near Technology Block after rainfall,Technology Block,HIGH,MONITORING,2023-10-26,,16354.0,Controls applied as per action plan
58548,2339,,,BIOLOGICAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,LOW,OPEN,2024-03-03,,16355.0,
58549,2339,9828.0,,ENVIRONMENTAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,Junior Toilets,MEDIUM,CONTROLLED,2024-03-03,,16355.0,Controls applied as per action plan
58550,2339,,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in the northern boundary creating trip point,School grounds,LOW,ELIMINATED,2024-03-03,,16355.0,Controls applied as per action plan
58551,2339,,,ENVIRONMENTAL,WATER,Stormwater drain cover missing near playground,School grounds,LOW,CONTROLLED,2024-10-04,,16356.0,Controls applied as per action plan
58552,2341,,,STRUCTURAL,ASBESTOS,Suspected ACM in ceiling tiles of adjacent to the playground (pre-1990 construction),School grounds,MEDIUM,ELIMINATED,2020-03-25,16820.0,,Controls applied as per action plan
58553,2341,,,PHYSICAL,HEIGHTS,Inadequate ladder storage and inspection regime,School grounds,LOW,ELIMINATED,2021-03-26,16822.0,,Controls applied as per action plan
58554,2341,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in the sports field perimeter creating trip point,School grounds,HIGH,ELIMINATED,2021-03-26,16822.0,,Controls applied as per action plan
58555,2341,,,PHYSICAL,ASBESTOS,Asbestos register requires update for recent renovations,School grounds,MEDIUM,CONTROLLED,2021-03-26,16822.0,,Controls applied as per action plan
58556,2341,,,CHEMICAL,ASBESTOS,Suspected ACM in ceiling tiles of the main entrance (pre-1990 construction),School grounds,CRITICAL,ELIMINATED,2021-03-26,16822.0,,Controls applied as per action plan
58557,2341,,,ENVIRONMENTAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,LOW,MONITORING,2021-09-17,16823.0,,Controls applied as per action plan
58558,2341,9831.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Uneven paving stones near Sports Amenities creating trip hazard,Sports Amenities,CRITICAL,OPEN,2022-03-26,16824.0,,
58559,2341,,,ENVIRONMENTAL,TREES,Dead branch overhanging walkway near the main entrance,School grounds,LOW,ELIMINATED,2022-03-26,16824.0,,Controls applied as per action plan
58560,2341,,24629.0,STRUCTURAL,WEATHER,Ponding water near near the car park after rainfall,School grounds,MEDIUM,CONTROLLED,2022-03-26,16824.0,,Controls applied as per action plan
58561,2341,,,ENVIRONMENTAL,ELECTRICAL,Overhead power lines within reach of tree growth,School grounds,HIGH,CONTROLLED,2022-03-26,16824.0,,Controls applied as per action plan
58562,2341,,,ENVIRONMENTAL,ASBESTOS,Asbestos register requires update for recent renovations,School grounds,CRITICAL,ELIMINATED,2023-03-05,16826.0,,Controls applied as per action plan
58563,2341,,24633.0,PHYSICAL,MACHINERY,Worn blade on grounds equipment stored in the sports field perimeter,School grounds,CRITICAL,CONTROLLED,2023-03-05,16826.0,,Controls applied as per action plan
58564,2341,,,PHYSICAL,SLIP_TRIP_FALL,Uneven paving stones near adjacent to the playground creating trip hazard,School grounds,CRITICAL,CONTROLLED,2023-03-05,16826.0,,Controls applied as per action plan
58565,2341,,,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in adjacent to the playground,School grounds,MEDIUM,MONITORING,2023-09-21,16827.0,,Controls applied as per action plan
58566,2341,9830.0,,ERGONOMIC,MACHINERY,Inadequate lockout procedure for machinery in Administration Building,Administration Building,MEDIUM,CONTROLLED,2023-09-21,16827.0,,Controls applied as per action plan
58567,2341,9831.0,,ELECTRICAL,ELECTRICAL,Damaged power point cover in Sports Amenities,Sports Amenities,MEDIUM,MONITORING,2023-09-21,16827.0,,Controls applied as per action plan
58568,2341,9830.0,,PHYSICAL,WATER,Flooding risk to Administration Building from blocked drain,Administration Building,HIGH,CONTROLLED,2023-09-21,16827.0,,Controls applied as per action plan
58569,2341,,24634.0,ENVIRONMENTAL,WEATHER,Ice formation on north-facing pathways in winter,School grounds,LOW,MONITORING,2024-03-16,16828.0,,Controls applied as per action plan
58570,2341,,,PHYSICAL,FALLING_OBJECTS,Unsecured items stored at height in the northern boundary,School grounds,LOW,CONTROLLED,2024-03-16,16828.0,,Controls applied as per action plan
58571,2341,,,ELECTRICAL,HEIGHTS,No edge protection on the main entrance roof access,School grounds,CRITICAL,CONTROLLED,2024-03-16,16828.0,,Controls applied as per action plan
58572,2341,9831.0,,ENVIRONMENTAL,MACHINERY,Missing guard on equipment in Sports Amenities,Sports Amenities,MEDIUM,CONTROLLED,2024-03-16,16828.0,,Controls applied as per action plan
58573,2341,,,ERGONOMIC,ASBESTOS,Suspected ACM in ceiling tiles of the northern boundary (pre-1990 construction),School grounds,LOW,CONTROLLED,2024-09-01,16829.0,,Controls applied as per action plan
58574,2341,,,PHYSICAL,PLAYGROUND,Worn impact-absorbing surface below climbing frame,School grounds,MEDIUM,OPEN,2020-08-04,,16360.0,
58575,2341,,,ENVIRONMENTAL,ASBESTOS,Damaged soffit near the sports field perimeter potentially containing asbestos,School grounds,HIGH,OPEN,2020-08-04,,16360.0,
58576,2341,,,STRUCTURAL,ASBESTOS,Suspected ACM in ceiling tiles of adjacent to the playground (pre-1990 construction),School grounds,MEDIUM,CONTROLLED,2021-04-10,,16361.0,Controls applied as per action plan
58577,2341,,,ERGONOMIC,WATER,Flooding risk to the main entrance from blocked drain,School grounds,LOW,OPEN,2022-11-02,,16362.0,
58578,2341,9829.0,,ELECTRICAL,ASBESTOS,Asbestos register requires update for recent renovations,Junior Block,CRITICAL,MONITORING,2022-11-02,,16362.0,Controls applied as per action plan
58579,2341,,24633.0,BIOLOGICAL,MACHINERY,Inadequate lockout procedure for machinery in the northern boundary,School grounds,LOW,CONTROLLED,2022-11-02,,16362.0,Controls applied as per action plan
58580,2341,9831.0,,ERGONOMIC,TRAFFIC,Poor visibility at car park exit due to vegetation,Sports Amenities,HIGH,OPEN,2022-03-16,,16363.0,
58581,2341,9830.0,,ENVIRONMENTAL,ELECTRICAL,Worn cable on portable equipment in Administration Building,Administration Building,MEDIUM,CONTROLLED,2022-03-16,,16363.0,Controls applied as per action plan
58582,2341,9831.0,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in Sports Amenities creating trip point,Sports Amenities,HIGH,CONTROLLED,2022-03-16,,16363.0,Controls applied as per action plan
58583,2341,,,ERGONOMIC,TREES,Large tree root lifting pathway surface,School grounds,LOW,MONITORING,2022-08-19,,16364.0,Controls applied as per action plan
58584,2341,,,PHYSICAL,PLAYGROUND,Rusted bolt on swing frame,School grounds,MEDIUM,CONTROLLED,2023-03-06,,16365.0,Controls applied as per action plan
58585,2341,,,ERGONOMIC,SLIP_TRIP_FALL,Algae growth on pathway near near the car park making surface slippery in wet conditions,School grounds,MEDIUM,ELIMINATED,2023-10-21,,16366.0,Controls applied as per action plan
58586,2341,,,STRUCTURAL,WEATHER,Ice formation on north-facing pathways in winter,School grounds,HIGH,ELIMINATED,2023-11-27,,16367.0,Controls applied as per action plan
58587,2341,,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near the main entrance making surface slippery in wet conditions,School grounds,MEDIUM,CONTROLLED,2023-11-27,,16367.0,Controls applied as per action plan
58588,2341,,24634.0,PHYSICAL,WATER,Stormwater drain cover missing near playground,School grounds,LOW,MONITORING,2024-07-12,,16368.0,Controls applied as per action plan
58589,2342,,24645.0,PHYSICAL,WEATHER,Ponding water near the main entrance after rainfall,School grounds,MEDIUM,CONTROLLED,2020-03-13,16831.0,,Controls applied as per action plan
58590,2342,9835.0,,ENVIRONMENTAL,PLAYGROUND,Rusted bolt on swing frame,Assembly Hall,LOW,CONTROLLED,2021-03-09,16833.0,,Controls applied as per action plan
58591,2342,9834.0,,PHYSICAL,PLAYGROUND,Worn impact-absorbing surface below climbing frame,Junior Toilets,LOW,CONTROLLED,2021-03-09,16833.0,,Controls applied as per action plan
58592,2342,,,ELECTRICAL,ELECTRICAL,Damaged power point cover in the main entrance,School grounds,LOW,ELIMINATED,2021-03-09,16833.0,,Controls applied as per action plan
58593,2342,,,BIOLOGICAL,WEATHER,Wind exposure to portable buildings near the main entrance,School grounds,HIGH,MONITORING,2021-03-09,16833.0,,Controls applied as per action plan
58594,2342,,,ENVIRONMENTAL,MACHINERY,Missing guard on equipment in adjacent to the playground,School grounds,MEDIUM,ELIMINATED,2021-09-08,16834.0,,Controls applied as per action plan
58595,2342,,24640.0,ENVIRONMENTAL,TREES,Unstable tree identified near near the car park boundary,School grounds,HIGH,CONTROLLED,2022-03-26,16835.0,,Controls applied as per action plan
58596,2342,,,ENVIRONMENTAL,ASBESTOS,Damaged soffit near near the car park potentially containing asbestos,School grounds,HIGH,ELIMINATED,2022-03-26,16835.0,,Controls applied as per action plan
58597,2342,,,STRUCTURAL,PLAYGROUND,Gap in playground fencing allowing access to road,School grounds,MEDIUM,OPEN,2022-03-26,16835.0,,
58598,2342,,,CHEMICAL,ELECTRICAL,Damaged power point cover in the main entrance,School grounds,MEDIUM,OPEN,2022-03-26,16835.0,,
58599,2342,9832.0,,ERGONOMIC,MACHINERY,Inadequate lockout procedure for machinery in Junior Block,Junior Block,MEDIUM,OPEN,2022-09-06,16836.0,,
58600,2342,9832.0,,ELECTRICAL,SLIP_TRIP_FALL,Algae growth on pathway near Junior Block making surface slippery in wet conditions,Junior Block,CRITICAL,CONTROLLED,2023-03-27,16837.0,,Controls applied as per action plan
58601,2342,,,PHYSICAL,PLAYGROUND,Rusted bolt on swing frame,School grounds,HIGH,CONTROLLED,2023-03-27,16837.0,,Controls applied as per action plan
58602,2342,,,ERGONOMIC,ELECTRICAL,Damaged power point cover in the main entrance,School grounds,MEDIUM,ELIMINATED,2023-03-27,16837.0,,Controls applied as per action plan
58603,2342,,,PHYSICAL,SLIP_TRIP_FALL,Uneven paving stones near adjacent to the playground creating trip hazard,School grounds,MEDIUM,CONTROLLED,2023-03-27,16837.0,,Controls applied as per action plan
58604,2342,9834.0,,STRUCTURAL,TRAFFIC,Poor visibility at car park exit due to vegetation,Junior Toilets,MEDIUM,MONITORING,2023-09-14,16838.0,,Controls applied as per action plan
58605,2342,,,BIOLOGICAL,ELECTRICAL,Damaged power point cover in near the car park,School grounds,HIGH,CONTROLLED,2023-09-14,16838.0,,Controls applied as per action plan
58606,2342,,,STRUCTURAL,WEATHER,Ponding water near the northern boundary after rainfall,School grounds,LOW,CONTROLLED,2023-09-14,16838.0,,Controls applied as per action plan
58607,2342,9833.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in Main Office creating trip point,Main Office,MEDIUM,MONITORING,2023-09-14,16838.0,,Controls applied as per action plan
58608,2342,9834.0,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in Junior Toilets creating trip point,Junior Toilets,HIGH,ELIMINATED,2024-03-10,16839.0,,Controls applied as per action plan
58609,2342,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Algae growth on pathway near adjacent to the playground making surface slippery in wet conditions,School grounds,LOW,MONITORING,2024-03-10,16839.0,,Controls applied as per action plan
58610,2342,9835.0,,ERGONOMIC,TRAFFIC,No speed limit signage in school grounds,Assembly Hall,MEDIUM,ELIMINATED,2024-03-10,16839.0,,Controls applied as per action plan
58611,2342,9835.0,,ENVIRONMENTAL,PLAYGROUND,Gap in playground fencing allowing access to road,Assembly Hall,MEDIUM,CONTROLLED,2024-03-10,16839.0,,Controls applied as per action plan
58612,2342,,,ERGONOMIC,WEATHER,Wind exposure to portable buildings near near the car park,School grounds,LOW,MONITORING,2024-09-22,16840.0,,Controls applied as per action plan
58613,2342,,24639.0,PHYSICAL,FALLING_OBJECTS,Loose guttering on the sports field perimeter at risk of falling in high winds,School grounds,HIGH,CONTROLLED,2024-09-22,16840.0,,Controls applied as per action plan
58614,2342,,,STRUCTURAL,TREES,Dead branch overhanging walkway near near the car park,School grounds,MEDIUM,MONITORING,2025-03-11,16841.0,,Controls applied as per action plan
58615,2342,9834.0,,PHYSICAL,MACHINERY,Missing guard on equipment in Junior Toilets,Junior Toilets,HIGH,OPEN,2025-03-11,16841.0,,
58616,2342,9832.0,,ENVIRONMENTAL,MACHINERY,Worn blade on grounds equipment stored in Junior Block,Junior Block,MEDIUM,OPEN,2025-03-11,16841.0,,
58617,2342,,,PHYSICAL,PLAYGROUND,Rusted bolt on swing frame,School grounds,CRITICAL,MONITORING,2025-03-11,16841.0,,Controls applied as per action plan
58618,2342,,,PHYSICAL,TREES,Large tree root lifting pathway surface,School grounds,HIGH,ELIMINATED,2020-07-05,,16370.0,Controls applied as per action plan
58619,2342,9833.0,,ENVIRONMENTAL,TRAFFIC,No speed limit signage in school grounds,Main Office,HIGH,CONTROLLED,2020-07-05,,16370.0,Controls applied as per action plan
58620,2342,,,ENVIRONMENTAL,FALLING_OBJECTS,Deteriorating fascia boards above adjacent to the playground walkway,School grounds,MEDIUM,OPEN,2020-07-05,,16370.0,
58621,2342,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Uneven paving stones near adjacent to the playground creating trip hazard,School grounds,HIGH,CONTROLLED,2021-04-07,,16371.0,Controls applied as per action plan
58622,2342,9834.0,,PHYSICAL,SLIP_TRIP_FALL,Uneven paving stones near Junior Toilets creating trip hazard,Junior Toilets,HIGH,MONITORING,2021-04-07,,16371.0,Controls applied as per action plan
58623,2342,9835.0,,PHYSICAL,MACHINERY,Inadequate lockout procedure for machinery in Assembly Hall,Assembly Hall,MEDIUM,CONTROLLED,2022-11-05,,16372.0,Controls applied as per action plan
58624,2342,,,PHYSICAL,PLAYGROUND,Worn impact-absorbing surface below climbing frame,School grounds,HIGH,MONITORING,2022-11-05,,16372.0,Controls applied as per action plan
58625,2342,,,ELECTRICAL,MACHINERY,Inadequate lockout procedure for machinery in the main entrance,School grounds,HIGH,MONITORING,2022-02-14,,16373.0,Controls applied as per action plan
58626,2342,,24643.0,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in the main entrance creating trip point,School grounds,MEDIUM,OPEN,2022-02-14,,16373.0,
58627,2342,,24644.0,ENVIRONMENTAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,HIGH,CONTROLLED,2022-08-16,,16374.0,Controls applied as per action plan
58628,2342,,24639.0,STRUCTURAL,PLAYGROUND,Gap in playground fencing allowing access to road,School grounds,HIGH,CONTROLLED,2022-08-16,,16374.0,Controls applied as per action plan
58629,2342,9834.0,,ERGONOMIC,SLIP_TRIP_FALL,Uneven paving stones near Junior Toilets creating trip hazard,Junior Toilets,LOW,ELIMINATED,2022-08-16,,16374.0,Controls applied as per action plan
58630,2342,,,PHYSICAL,WEATHER,Ice formation on north-facing pathways in winter,School grounds,CRITICAL,ELIMINATED,2023-08-02,,16376.0,Controls applied as per action plan
58631,2342,,,PHYSICAL,FALLING_OBJECTS,Loose guttering on adjacent to the playground at risk of falling in high winds,School grounds,LOW,CONTROLLED,2024-11-10,,16378.0,Controls applied as per action plan
58632,2342,,,PHYSICAL,TREES,Large tree root lifting pathway surface,School grounds,HIGH,CONTROLLED,2024-03-12,,16379.0,Controls applied as per action plan
58633,2342,,,ENVIRONMENTAL,WATER,Flooding risk to near the car park from blocked drain,School grounds,MEDIUM,CONTROLLED,2025-06-12,,16380.0,Controls applied as per action plan
58634,2342,9832.0,,STRUCTURAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,Junior Block,LOW,OPEN,2025-06-12,,16380.0,
58635,2342,9833.0,,BIOLOGICAL,SLIP_TRIP_FALL,Algae growth on pathway near Main Office making surface slippery in wet conditions,Main Office,MEDIUM,MONITORING,2025-06-12,,16380.0,Controls applied as per action plan
58636,2343,,24655.0,BIOLOGICAL,WATER,Stormwater drain cover missing near playground,School grounds,LOW,CONTROLLED,2020-03-04,16842.0,,Controls applied as per action plan
58637,2343,9836.0,,ENVIRONMENTAL,WATER,Stormwater drain cover missing near playground,Science Block,MEDIUM,ELIMINATED,2020-03-04,16842.0,,Controls applied as per action plan
58638,2343,,,ENVIRONMENTAL,WEATHER,Ponding water near the sports field perimeter after rainfall,School grounds,MEDIUM,MONITORING,2020-09-19,16843.0,,Controls applied as per action plan
58639,2343,,,STRUCTURAL,SLIP_TRIP_FALL,Uneven paving stones near the sports field perimeter creating trip hazard,School grounds,MEDIUM,OPEN,2020-09-19,16843.0,,
58640,2343,,,ENVIRONMENTAL,ELECTRICAL,Worn cable on portable equipment in the main entrance,School grounds,CRITICAL,ELIMINATED,2021-03-09,16844.0,,Controls applied as per action plan
58641,2343,,,ENVIRONMENTAL,WEATHER,Ice formation on north-facing pathways in winter,School grounds,LOW,ELIMINATED,2021-09-27,16845.0,,Controls applied as per action plan
58642,2343,,,PHYSICAL,WEATHER,Ponding water near near the car park after rainfall,School grounds,MEDIUM,ELIMINATED,2022-03-20,16846.0,,Controls applied as per action plan
58643,2343,9840.0,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in Wood Workshop creating trip point,Wood Workshop,MEDIUM,CONTROLLED,2022-03-20,16846.0,,Controls applied as per action plan
58644,2343,9836.0,,PHYSICAL,PLAYGROUND,Gap in playground fencing allowing access to road,Science Block,HIGH,ELIMINATED,2022-09-14,16847.0,,Controls applied as per action plan
58645,2343,,24649.0,ERGONOMIC,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,LOW,OPEN,2022-09-14,16847.0,,
58646,2343,9840.0,,ELECTRICAL,WEATHER,Ice formation on north-facing pathways in winter,Wood Workshop,MEDIUM,OPEN,2022-09-14,16847.0,,
58647,2343,,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in near the car park creating trip point,School grounds,HIGH,MONITORING,2022-09-14,16847.0,,Controls applied as per action plan
58648,2343,,,PHYSICAL,FALLING_OBJECTS,Loose guttering on the main entrance at risk of falling in high winds,School grounds,HIGH,CONTROLLED,2023-03-15,16848.0,,Controls applied as per action plan
58649,2343,,24657.0,PHYSICAL,PLAYGROUND,Gap in playground fencing allowing access to road,School grounds,HIGH,CONTROLLED,2024-03-18,16850.0,,Controls applied as per action plan
58650,2343,9836.0,,PHYSICAL,FALLING_OBJECTS,Deteriorating fascia boards above Science Block walkway,Science Block,HIGH,OPEN,2025-03-05,16852.0,,
58651,2343,,24651.0,PHYSICAL,TREES,Large tree root lifting pathway surface,School grounds,MEDIUM,ELIMINATED,2025-03-05,16852.0,,Controls applied as per action plan
58652,2343,,,STRUCTURAL,SLIP_TRIP_FALL,Uneven paving stones near the main entrance creating trip hazard,School grounds,LOW,CONTROLLED,2025-03-05,16852.0,,Controls applied as per action plan
58653,2343,9836.0,,ENVIRONMENTAL,ELECTRICAL,Damaged power point cover in Science Block,Science Block,LOW,ELIMINATED,2025-03-05,16852.0,,Controls applied as per action plan
58654,2343,9836.0,,ENVIRONMENTAL,TREES,Dead branch overhanging walkway near Science Block,Science Block,HIGH,MONITORING,2020-11-16,,16381.0,Controls applied as per action plan
58655,2343,,,ENVIRONMENTAL,ELECTRICAL,Overhead power lines within reach of tree growth,School grounds,MEDIUM,ELIMINATED,2020-11-16,,16381.0,Controls applied as per action plan
