action_id,site_id,hazard_id,assessment_id,inspection_id,assigned_to_person_id,action_description,priority,due_date,completed_date,status,created_date,notes
40834,2560,63355.0,,17691.0,5774,Replace worn equipment,CRITICAL,2021-07-16,2021-07-16,COMPLETED,2021-07-04,
40835,2560,63355.0,,17691.0,5773,Replace worn equipment,HIGH,2021-08-08,,OVERDUE,2021-07-04,
40836,2560,63357.0,,17693.0,5774,Apply anti-slip treatment to surface,MEDIUM,2024-01-09,2023-12-11,COMPLETED,2023-11-05,
40837,2560,63357.0,,17693.0,5775,Remove or trim vegetation creating hazard,HIGH,2023-12-02,2023-11-21,COMPLETED,2023-11-05,
40838,2560,63359.0,,17695.0,5772,Update emergency procedures documentation,MEDIUM,2025-05-07,2025-04-16,COMPLETED,2025-03-03,
40839,2561,,18206.0,,5779,Repair or replace damaged infrastructure,CRITICAL,2020-04-10,,IN_PROGRESS,2020-03-25,
40840,2561,,18207.0,,5778,Engage contractor for specialist repair,LOW,2020-12-08,2020-11-11,COMPLETED,2020-09-10,
40841,2561,63363.0,18208.0,,5778,Improve lighting in affected area,HIGH,2021-04-23,2021-04-16,COMPLETED,2021-03-23,
40842,2561,63363.0,18208.0,,5777,Apply anti-slip treatment to surface,LOW,2021-06-17,2021-06-08,COMPLETED,2021-03-23,
40843,2561,63363.0,18208.0,,5777,Improve lighting in affected area,LOW,2021-06-26,2021-06-23,COMPLETED,2021-03-23,
40844,2561,63364.0,18209.0,,5778,Schedule professional inspection,HIGH,2021-10-09,2021-10-03,COMPLETED,2021-09-08,
40845,2561,63364.0,18209.0,,5779,Apply anti-slip treatment to surface,HIGH,2021-10-06,,IN_PROGRESS,2021-09-08,
40846,2561,63369.0,18211.0,,5779,Repair or replace damaged infrastructure,MEDIUM,2022-11-15,2022-10-25,COMPLETED,2022-09-21,
40847,2561,63369.0,18211.0,,5776,Update emergency procedures documentation,HIGH,2022-10-25,2022-10-13,COMPLETED,2022-09-21,
40848,2561,63369.0,18211.0,,5776,Remove or trim vegetation creating hazard,HIGH,2022-10-21,2022-10-18,COMPLETED,2022-09-21,
40849,2561,63369.0,18211.0,,5778,Schedule professional inspection,HIGH,2022-10-18,2022-10-05,COMPLETED,2022-09-21,
40850,2561,63369.0,18213.0,,5776,Repair or replace damaged infrastructure,MEDIUM,2023-11-15,2023-11-01,COMPLETED,2023-09-19,
40851,2561,63373.0,18214.0,,5779,Schedule professional inspection,LOW,2024-06-07,2024-05-12,COMPLETED,2024-03-08,
40852,2561,63373.0,18214.0,,5777,Improve lighting in affected area,HIGH,2024-04-07,2024-03-26,COMPLETED,2024-03-08,
40853,2561,63373.0,18214.0,,5777,Remove or trim vegetation creating hazard,HIGH,2024-04-10,,OVERDUE,2024-03-08,
40854,2561,63373.0,18214.0,,5776,Conduct staff training on updated procedure,HIGH,2024-03-31,2024-03-24,COMPLETED,2024-03-08,
40855,2561,63377.0,18215.0,,5777,Install guard rail or barrier,MEDIUM,2024-11-16,2024-11-02,COMPLETED,2024-09-20,
40856,2561,63380.0,18216.0,,5778,Install additional safety signage,MEDIUM,2025-05-21,2025-05-20,COMPLETED,2025-03-16,
40857,2561,63380.0,18216.0,,5779,Update emergency procedures documentation,LOW,2025-06-18,2025-06-09,COMPLETED,2025-03-16,
40858,2561,63380.0,18216.0,,5779,Improve lighting in affected area,LOW,2025-06-16,2025-05-17,COMPLETED,2025-03-16,
40859,2561,63384.0,,17698.0,5777,Schedule professional inspection,LOW,2020-10-23,2020-10-03,COMPLETED,2020-07-23,
40860,2561,63384.0,,17698.0,5778,Install additional safety signage,HIGH,2020-08-24,,IN_PROGRESS,2020-07-23,
40861,2561,63385.0,,17699.0,5778,Engage contractor for specialist repair,MEDIUM,2022-01-25,2022-01-16,COMPLETED,2021-11-24,
40862,2561,63386.0,,17701.0,5779,Install additional safety signage,CRITICAL,2023-02-28,,OVERDUE,2023-02-12,
40863,2561,63389.0,,17702.0,5778,Install additional safety signage,LOW,2023-08-03,2023-07-24,COMPLETED,2023-05-06,
40864,2561,63389.0,,17702.0,5776,Apply anti-slip treatment to surface,LOW,2023-08-01,2023-07-05,COMPLETED,2023-05-06,
40865,2561,63392.0,,17703.0,5776,Conduct staff training on updated procedure,LOW,2024-08-14,2024-08-10,COMPLETED,2024-05-17,
40866,2561,63392.0,,17703.0,5776,Improve lighting in affected area,MEDIUM,2024-07-19,2024-07-03,COMPLETED,2024-05-17,
40867,2561,63392.0,,17703.0,5777,Review and update risk register,HIGH,2024-06-14,2024-06-11,COMPLETED,2024-05-17,
40868,2561,63395.0,,17705.0,5777,Install additional safety signage,LOW,2026-02-08,,OPEN,2025-11-14,
40869,2561,63395.0,,17705.0,5779,Conduct staff training on updated procedure,HIGH,2025-12-07,,IN_PROGRESS,2025-11-14,
40870,2561,63395.0,,17705.0,5777,Apply anti-slip treatment to surface,MEDIUM,2026-01-19,,OPEN,2025-11-14,
40871,2562,63398.0,18217.0,,5782,Install guard rail or barrier,HIGH,2020-04-01,,IN_PROGRESS,2020-03-04,
40872,2562,63398.0,18217.0,,5782,Update emergency procedures documentation,HIGH,2020-04-05,2020-03-24,COMPLETED,2020-03-04,
40873,2562,63398.0,18217.0,,5781,Repair or replace damaged infrastructure,LOW,2020-05-28,,OVERDUE,2020-03-04,
40874,2562,63398.0,18217.0,,5780,Improve lighting in affected area,MEDIUM,2020-05-02,,OVERDUE,2020-03-04,
40875,2562,63399.0,18218.0,,5782,Schedule professional inspection,MEDIUM,2020-11-10,2020-11-01,COMPLETED,2020-09-08,
40876,2562,63407.0,18221.0,,5780,Update emergency procedures documentation,MEDIUM,2022-05-13,2022-04-25,COMPLETED,2022-03-16,
40877,2562,63407.0,18221.0,,5782,Install additional safety signage,HIGH,2022-04-17,2022-04-03,COMPLETED,2022-03-16,
40878,2562,63407.0,18221.0,,5781,Improve lighting in affected area,HIGH,2022-04-13,,IN_PROGRESS,2022-03-16,
40879,2562,63407.0,18221.0,,5780,Improve lighting in affected area,MEDIUM,2022-05-18,2022-05-10,COMPLETED,2022-03-16,
40880,2562,63407.0,18222.0,,5781,Schedule professional inspection,LOW,2022-12-09,2022-11-17,COMPLETED,2022-09-13,
40881,2562,63411.0,18223.0,,5782,Review and update risk register,MEDIUM,2023-05-12,2023-04-22,COMPLETED,2023-03-09,
40882,2562,63415.0,18224.0,,5781,Replace worn equipment,MEDIUM,2023-10-26,2023-10-20,COMPLETED,2023-09-01,
40883,2562,63415.0,18224.0,,5782,Install additional safety signage,LOW,2023-11-25,2023-10-30,COMPLETED,2023-09-01,
40884,2562,63417.0,18225.0,,5781,Install guard rail or barrier,LOW,2024-06-16,2024-05-06,COMPLETED,2024-03-15,
40885,2562,63417.0,18225.0,,5780,Repair or replace damaged infrastructure,MEDIUM,2024-05-13,2024-04-30,COMPLETED,2024-03-15,
40886,2562,63420.0,18226.0,,5782,Replace worn equipment,MEDIUM,2024-11-11,2024-10-19,COMPLETED,2024-09-17,
40887,2562,63422.0,18227.0,,5781,Improve lighting in affected area,HIGH,2025-04-12,2025-04-09,COMPLETED,2025-03-10,
40888,2562,63422.0,18227.0,,5781,Update emergency procedures documentation,MEDIUM,2025-05-09,2025-04-26,COMPLETED,2025-03-10,
40889,2562,63422.0,18227.0,,5781,Update emergency procedures documentation,LOW,2025-06-13,2025-05-15,COMPLETED,2025-03-10,
40890,2562,63424.0,,17706.0,5780,Schedule professional inspection,CRITICAL,2020-04-24,2020-04-20,COMPLETED,2020-04-17,
40891,2562,63427.0,,17707.0,5780,Install guard rail or barrier,MEDIUM,2021-09-05,,IN_PROGRESS,2021-07-13,
40892,2562,63430.0,,17710.0,5782,Engage contractor for specialist repair,HIGH,2023-10-03,2023-09-25,COMPLETED,2023-09-02,
40893,2562,63430.0,,17710.0,5780,Replace worn equipment,HIGH,2023-09-25,,IN_PROGRESS,2023-09-02,
40894,2562,63431.0,,17712.0,5782,Install additional safety signage,MEDIUM,2024-09-07,2024-08-18,COMPLETED,2024-07-14,
40895,2563,63434.0,18228.0,,5784,Improve lighting in affected area,MEDIUM,2020-05-28,2020-05-19,COMPLETED,2020-03-23,
40896,2563,63437.0,18230.0,,5783,Repair or replace damaged infrastructure,MEDIUM,2021-05-19,2021-04-25,COMPLETED,2021-03-26,
40897,2563,63437.0,18230.0,,5785,Improve lighting in affected area,HIGH,2021-04-28,2021-04-21,COMPLETED,2021-03-26,
40898,2563,63437.0,18230.0,,5785,Engage contractor for specialist repair,HIGH,2021-04-28,2021-04-15,COMPLETED,2021-03-26,
40899,2563,63438.0,18231.0,,5783,Improve lighting in affected area,CRITICAL,2021-10-15,2021-10-11,COMPLETED,2021-09-26,
40900,2563,63442.0,18232.0,,5783,Install additional safety signage,HIGH,2022-04-21,2022-04-07,COMPLETED,2022-03-20,
40901,2563,63442.0,18232.0,,5784,Engage contractor for specialist repair,LOW,2022-06-21,2022-05-17,COMPLETED,2022-03-20,
40902,2563,63442.0,18232.0,,5784,Review and update risk register,MEDIUM,2022-05-25,,IN_PROGRESS,2022-03-20,
40903,2563,63442.0,18232.0,,5783,Review and update risk register,HIGH,2022-04-15,2022-04-15,COMPLETED,2022-03-20,
40904,2563,63442.0,18233.0,,5785,Install additional safety signage,MEDIUM,2022-11-25,2022-11-06,COMPLETED,2022-09-24,
40905,2563,63444.0,18234.0,,5785,Remove or trim vegetation creating hazard,CRITICAL,2023-04-12,2023-04-07,COMPLETED,2023-03-27,
40906,2563,63449.0,18236.0,,5784,Install guard rail or barrier,MEDIUM,2024-05-29,,OVERDUE,2024-03-24,
40907,2563,63451.0,18237.0,,5785,Review and update risk register,MEDIUM,2024-11-02,,OVERDUE,2024-09-02,
40908,2563,63454.0,18238.0,,5783,Conduct staff training on updated procedure,MEDIUM,2025-04-30,,IN_PROGRESS,2025-03-05,
40909,2563,63454.0,18238.0,,5783,Engage contractor for specialist repair,LOW,2025-06-07,2025-05-10,COMPLETED,2025-03-05,
40910,2563,63457.0,,17714.0,5784,Install additional safety signage,HIGH,2020-05-19,2020-05-10,COMPLETED,2020-04-26,
40911,2563,63460.0,,17715.0,5783,Install guard rail or barrier,HIGH,2020-12-20,2020-12-12,COMPLETED,2020-11-22,
40912,2563,63460.0,,17715.0,5784,Conduct staff training on updated procedure,HIGH,2020-12-22,2020-12-13,COMPLETED,2020-11-22,
40913,2563,63460.0,,17715.0,5785,Repair or replace damaged infrastructure,CRITICAL,2020-12-01,2020-11-29,COMPLETED,2020-11-22,
40914,2563,63464.0,,17720.0,5783,Schedule professional inspection,LOW,2024-12-16,2024-11-15,COMPLETED,2024-09-19,
40915,2563,63464.0,,17720.0,5785,Engage contractor for specialist repair,LOW,2024-12-13,2024-11-04,COMPLETED,2024-09-19,
40916,2564,63466.0,18240.0,,5787,Replace worn equipment,HIGH,2020-10-12,2020-10-05,COMPLETED,2020-09-15,
40917,2564,63466.0,18240.0,,5787,Install guard rail or barrier,HIGH,2020-10-19,2020-10-15,COMPLETED,2020-09-15,
40918,2564,63469.0,18241.0,,5786,Remove or trim vegetation creating hazard,MEDIUM,2021-05-20,,OVERDUE,2021-03-24,
40919,2564,63472.0,18242.0,,5787,Conduct staff training on updated procedure,HIGH,2021-10-16,,OVERDUE,2021-09-16,
40920,2564,63472.0,18242.0,,5788,Install additional safety signage,CRITICAL,2021-10-05,2021-10-01,COMPLETED,2021-09-16,
40921,2564,63472.0,18242.0,,5786,Install guard rail or barrier,HIGH,2021-10-09,2021-10-01,COMPLETED,2021-09-16,
40922,2564,63472.0,18242.0,,5786,Repair or replace damaged infrastructure,HIGH,2021-10-09,2021-09-26,COMPLETED,2021-09-16,
40923,2564,63477.0,18245.0,,5788,Update emergency procedures documentation,MEDIUM,2023-05-14,2023-04-22,COMPLETED,2023-03-17,
40924,2564,63477.0,18245.0,,5787,Conduct staff training on updated procedure,MEDIUM,2023-05-20,2023-04-23,COMPLETED,2023-03-17,
40925,2564,63477.0,18245.0,,5788,Schedule professional inspection,HIGH,2023-04-19,2023-04-18,COMPLETED,2023-03-17,
40926,2564,63477.0,18245.0,,5786,Install guard rail or barrier,HIGH,2023-04-10,2023-04-01,COMPLETED,2023-03-17,
40927,2564,63477.0,18245.0,,5787,Review and update risk register,CRITICAL,2023-04-06,,IN_PROGRESS,2023-03-17,
40928,2564,63481.0,18247.0,,5788,Review and update risk register,HIGH,2024-04-02,2024-03-20,COMPLETED,2024-03-05,
40929,2564,63481.0,18247.0,,5787,Schedule professional inspection,MEDIUM,2024-05-06,2024-04-13,COMPLETED,2024-03-05,
40930,2564,63484.0,18249.0,,5786,Schedule professional inspection,MEDIUM,2025-05-19,,IN_PROGRESS,2025-03-15,
40931,2564,63487.0,,17722.0,5786,Remove or trim vegetation creating hazard,MEDIUM,2020-08-16,2020-08-14,COMPLETED,2020-06-19,
40932,2564,63489.0,,17724.0,5786,Update emergency procedures documentation,MEDIUM,2021-11-16,2021-10-31,COMPLETED,2021-09-17,
40933,2564,63491.0,,17726.0,5787,Review and update risk register,MEDIUM,2022-09-17,2022-09-07,COMPLETED,2022-07-18,
40934,2564,63496.0,,17729.0,5787,Apply anti-slip treatment to surface,MEDIUM,2024-04-16,2024-03-22,COMPLETED,2024-02-11,
40935,2564,63496.0,,17729.0,5787,Remove or trim vegetation creating hazard,MEDIUM,2024-04-09,2024-04-09,COMPLETED,2024-02-11,
40936,2564,63496.0,,17729.0,5788,Replace worn equipment,CRITICAL,2024-02-24,2024-02-23,COMPLETED,2024-02-11,
40937,2566,63498.0,18250.0,,5791,Repair or replace damaged infrastructure,MEDIUM,2020-05-31,,IN_PROGRESS,2020-03-27,
40938,2566,63498.0,18250.0,,5789,Review and update risk register,MEDIUM,2020-05-28,2020-05-15,COMPLETED,2020-03-27,
40939,2566,63500.0,18251.0,,5791,Conduct staff training on updated procedure,CRITICAL,2020-10-03,,OVERDUE,2020-09-19,
40940,2566,63500.0,18251.0,,5790,Update emergency procedures documentation,LOW,2020-12-17,2020-11-19,COMPLETED,2020-09-19,
40941,2566,63503.0,18252.0,,5789,Conduct staff training on updated procedure,MEDIUM,2021-04-28,2021-04-20,COMPLETED,2021-03-01,
40942,2566,63506.0,18253.0,,5790,Remove or trim vegetation creating hazard,MEDIUM,2021-11-18,2021-11-06,COMPLETED,2021-09-20,
40943,2566,63510.0,18255.0,,5789,Repair or replace damaged infrastructure,HIGH,2022-10-11,2022-10-08,COMPLETED,2022-09-08,
40944,2566,63510.0,18255.0,,5792,Improve lighting in affected area,MEDIUM,2022-11-02,2022-10-19,COMPLETED,2022-09-08,
40945,2566,63510.0,18255.0,,5791,Conduct staff training on updated procedure,HIGH,2022-10-14,2022-10-13,COMPLETED,2022-09-08,
40946,2566,63514.0,18256.0,,5790,Review and update risk register,MEDIUM,2023-05-17,2023-04-20,COMPLETED,2023-03-16,
40947,2566,63514.0,18256.0,,5792,Schedule professional inspection,MEDIUM,2023-05-08,,OVERDUE,2023-03-16,
40948,2566,63518.0,18258.0,,5791,Conduct staff training on updated procedure,LOW,2024-06-23,2024-05-21,COMPLETED,2024-03-21,
40949,2566,63518.0,18258.0,,5791,Improve lighting in affected area,CRITICAL,2024-03-30,2024-03-24,COMPLETED,2024-03-21,
40950,2566,63518.0,18258.0,,5791,Install guard rail or barrier,HIGH,2024-04-17,2024-04-06,COMPLETED,2024-03-21,
40951,2566,63518.0,18258.0,,5791,Conduct staff training on updated procedure,MEDIUM,2024-05-19,2024-05-02,COMPLETED,2024-03-21,
40952,2566,63518.0,18258.0,,5790,Schedule professional inspection,HIGH,2024-04-26,2024-04-12,COMPLETED,2024-03-21,
40953,2566,63526.0,,17733.0,5792,Update emergency procedures documentation,MEDIUM,2021-05-15,2021-05-01,COMPLETED,2021-03-17,
40954,2566,63526.0,,17733.0,5790,Review and update risk register,CRITICAL,2021-03-24,2021-03-23,COMPLETED,2021-03-17,
40955,2566,63529.0,,17734.0,5792,Apply anti-slip treatment to surface,HIGH,2021-11-05,,OVERDUE,2021-10-05,
40956,2566,63534.0,,17736.0,5792,Improve lighting in affected area,CRITICAL,2022-06-06,2022-06-03,COMPLETED,2022-05-21,
40957,2566,63534.0,,17736.0,5789,Improve lighting in affected area,LOW,2022-08-14,,OVERDUE,2022-05-21,
40958,2567,,18261.0,,5793,Install additional safety signage,LOW,2020-06-14,2020-06-01,COMPLETED,2020-03-22,
40959,2567,63543.0,18264.0,,5795,Update emergency procedures documentation,LOW,2021-12-31,2021-12-11,COMPLETED,2021-09-27,
40960,2567,63550.0,18271.0,,5795,Apply anti-slip treatment to surface,MEDIUM,2025-05-07,,IN_PROGRESS,2025-03-13,
40961,2567,63552.0,,17743.0,5793,Apply anti-slip treatment to surface,HIGH,2020-07-29,2020-07-23,COMPLETED,2020-07-03,
40962,2567,63552.0,,17743.0,5794,Apply anti-slip treatment to surface,MEDIUM,2020-08-25,2020-08-01,COMPLETED,2020-07-03,
40963,2567,63554.0,,17744.0,5795,Engage contractor for specialist repair,LOW,2021-10-06,,IN_PROGRESS,2021-07-15,
40964,2567,63554.0,,17744.0,5794,Replace worn equipment,MEDIUM,2021-09-18,2021-09-09,COMPLETED,2021-07-15,
40965,2567,63555.0,,17745.0,5793,Apply anti-slip treatment to surface,HIGH,2021-08-28,,OVERDUE,2021-07-27,
40966,2567,63556.0,,17746.0,5795,Remove or trim vegetation creating hazard,CRITICAL,2022-05-01,2022-04-25,COMPLETED,2022-04-18,
40967,2567,63559.0,,17749.0,5793,Engage contractor for specialist repair,HIGH,2023-07-14,2023-07-07,COMPLETED,2023-06-13,
40968,2567,63559.0,,17749.0,5793,Update emergency procedures documentation,HIGH,2023-07-19,2023-07-16,COMPLETED,2023-06-13,
40969,2567,63559.0,,17749.0,5795,Install guard rail or barrier,MEDIUM,2023-08-06,,OVERDUE,2023-06-13,
40970,2567,63561.0,,17750.0,5795,Update emergency procedures documentation,MEDIUM,2024-12-09,2024-11-29,COMPLETED,2024-10-15,
40971,2569,63566.0,18272.0,,5796,Conduct staff training on updated procedure,MEDIUM,2020-05-23,,OVERDUE,2020-03-26,
40972,2569,63566.0,18272.0,,5797,Improve lighting in affected area,LOW,2020-06-30,2020-06-22,COMPLETED,2020-03-26,
40973,2569,63566.0,18273.0,,5798,Improve lighting in affected area,HIGH,2020-10-01,,OVERDUE,2020-09-02,
40974,2569,63570.0,18275.0,,5798,Improve lighting in affected area,HIGH,2021-10-03,2021-09-30,COMPLETED,2021-09-10,
40975,2569,63570.0,18275.0,,5796,Install guard rail or barrier,HIGH,2021-10-06,2021-09-25,COMPLETED,2021-09-10,
40976,2569,63570.0,18275.0,,5797,Apply anti-slip treatment to surface,HIGH,2021-10-16,2021-10-02,COMPLETED,2021-09-10,
40977,2569,63570.0,18275.0,,5797,Improve lighting in affected area,HIGH,2021-10-16,,IN_PROGRESS,2021-09-10,
40978,2569,63570.0,18275.0,,5798,Conduct staff training on updated procedure,HIGH,2021-10-11,,OVERDUE,2021-09-10,
40979,2569,63571.0,18276.0,,5796,Engage contractor for specialist repair,CRITICAL,2022-03-27,,IN_PROGRESS,2022-03-08,
40980,2569,63574.0,18277.0,,5796,Apply anti-slip treatment to surface,MEDIUM,2022-11-08,,OVERDUE,2022-09-08,
40981,2569,63574.0,18277.0,,5798,Install additional safety signage,MEDIUM,2022-11-06,,OVERDUE,2022-09-08,
40982,2569,63574.0,18277.0,,5796,Improve lighting in affected area,LOW,2022-12-04,,OVERDUE,2022-09-08,
40983,2569,63577.0,18278.0,,5797,Update emergency procedures documentation,MEDIUM,2023-05-06,2023-04-12,COMPLETED,2023-03-10,
40984,2569,63577.0,18278.0,,5797,Review and update risk register,LOW,2023-06-01,2023-05-19,COMPLETED,2023-03-10,
40985,2569,63579.0,18279.0,,5797,Review and update risk register,HIGH,2023-10-04,2023-09-25,COMPLETED,2023-09-08,
40986,2569,63581.0,18281.0,,5796,Repair or replace damaged infrastructure,LOW,2024-12-23,2024-12-06,COMPLETED,2024-09-18,
40987,2569,63588.0,,17752.0,5796,Install additional safety signage,MEDIUM,2020-04-29,2020-04-04,COMPLETED,2020-03-02,
40988,2569,63588.0,,17752.0,5798,Install additional safety signage,MEDIUM,2020-04-27,2020-04-20,COMPLETED,2020-03-02,
40989,2569,63588.0,,17752.0,5796,Schedule professional inspection,HIGH,2020-03-27,2020-03-19,COMPLETED,2020-03-02,
40990,2569,63589.0,,17753.0,5798,Update emergency procedures documentation,MEDIUM,2020-04-05,2020-03-15,COMPLETED,2020-02-03,
40991,2569,63592.0,,17755.0,5798,Remove or trim vegetation creating hazard,HIGH,2021-09-03,2021-08-30,COMPLETED,2021-08-06,
40992,2569,63592.0,,17755.0,5797,Replace worn equipment,LOW,2021-11-08,2021-10-10,COMPLETED,2021-08-06,
40993,2569,63592.0,,17755.0,5797,Replace worn equipment,HIGH,2021-09-11,,IN_PROGRESS,2021-08-06,
40994,2569,63595.0,,17756.0,5796,Install additional safety signage,MEDIUM,2022-11-21,2022-11-05,COMPLETED,2022-09-22,
40995,2569,63598.0,,17757.0,5798,Install additional safety signage,HIGH,2022-12-10,2022-12-09,COMPLETED,2022-11-14,
40996,2569,63598.0,,17757.0,5798,Improve lighting in affected area,CRITICAL,2022-11-29,2022-11-26,COMPLETED,2022-11-14,
40997,2569,63598.0,,17757.0,5798,Remove or trim vegetation creating hazard,CRITICAL,2022-11-23,2022-11-19,COMPLETED,2022-11-14,
40998,2569,63607.0,,17761.0,5796,Schedule professional inspection,HIGH,2024-05-25,2024-05-18,COMPLETED,2024-04-19,
40999,2569,63607.0,,17761.0,5796,Schedule professional inspection,MEDIUM,2024-06-12,,IN_PROGRESS,2024-04-19,
41000,2569,63607.0,,17761.0,5798,Conduct staff training on updated procedure,MEDIUM,2024-06-14,2024-05-27,COMPLETED,2024-04-19,
41001,2569,63609.0,,17763.0,5796,Review and update risk register,CRITICAL,2024-06-08,2024-06-06,COMPLETED,2024-05-24,
41002,2569,63611.0,,17764.0,5797,Install guard rail or barrier,HIGH,2025-12-20,,OPEN,2025-11-19,
41003,2570,63613.0,18283.0,,5799,Conduct staff training on updated procedure,HIGH,2020-03-30,2020-03-30,COMPLETED,2020-03-04,
41004,2570,63614.0,18284.0,,5801,Remove or trim vegetation creating hazard,MEDIUM,2020-11-22,2020-11-17,COMPLETED,2020-09-17,
41005,2570,63614.0,18284.0,,5800,Replace worn equipment,MEDIUM,2020-11-20,2020-11-08,COMPLETED,2020-09-17,
41006,2570,63619.0,18286.0,,5800,Improve lighting in affected area,LOW,2021-12-19,,IN_PROGRESS,2021-09-16,
41007,2570,63623.0,18287.0,,5800,Replace worn equipment,LOW,2022-06-14,2022-05-07,COMPLETED,2022-03-14,
41008,2570,63623.0,18287.0,,5799,Improve lighting in affected area,MEDIUM,2022-05-07,2022-04-21,COMPLETED,2022-03-14,
41009,2570,63623.0,18287.0,,5799,Schedule professional inspection,LOW,2022-06-09,,OVERDUE,2022-03-14,
41010,2570,63626.0,18288.0,,5800,Conduct staff training on updated procedure,MEDIUM,2022-11-04,2022-10-09,COMPLETED,2022-09-02,
41011,2570,63626.0,18288.0,,5800,Replace worn equipment,HIGH,2022-10-02,,IN_PROGRESS,2022-09-02,
41012,2570,63629.0,18290.0,,5799,Improve lighting in affected area,HIGH,2023-10-18,2023-10-15,COMPLETED,2023-09-17,
41013,2570,63629.0,18290.0,,5801,Improve lighting in affected area,MEDIUM,2023-11-17,,OVERDUE,2023-09-17,
41014,2570,63629.0,18290.0,,5799,Conduct staff training on updated procedure,CRITICAL,2023-09-25,2023-09-20,COMPLETED,2023-09-17,
41015,2570,63629.0,18290.0,,5801,Repair or replace damaged infrastructure,MEDIUM,2023-11-15,,IN_PROGRESS,2023-09-17,
41016,2570,63631.0,18292.0,,5800,Install guard rail or barrier,CRITICAL,2024-09-25,,IN_PROGRESS,2024-09-18,
41017,2570,63631.0,18292.0,,5799,Improve lighting in affected area,CRITICAL,2024-09-28,2024-09-23,COMPLETED,2024-09-18,
41018,2570,63634.0,18293.0,,5799,Engage contractor for specialist repair,LOW,2025-06-06,2025-05-24,COMPLETED,2025-03-13,
41019,2570,63634.0,18293.0,,5801,Install additional safety signage,LOW,2025-06-16,2025-06-13,COMPLETED,2025-03-13,
41020,2570,63634.0,18293.0,,5799,Schedule professional inspection,MEDIUM,2025-05-05,2025-04-20,COMPLETED,2025-03-13,
41021,2570,63634.0,18293.0,,5801,Update emergency procedures documentation,CRITICAL,2025-03-25,2025-03-21,COMPLETED,2025-03-13,
41022,2570,63640.0,,17767.0,5799,Update emergency procedures documentation,LOW,2020-07-25,2020-07-02,COMPLETED,2020-05-01,
41023,2570,63642.0,,17768.0,5800,Update emergency procedures documentation,MEDIUM,2021-11-29,,IN_PROGRESS,2021-09-25,
41024,2570,63643.0,,17770.0,5799,Update emergency procedures documentation,LOW,2022-12-09,2022-11-13,COMPLETED,2022-09-16,
41025,2570,63646.0,,17773.0,5801,Apply anti-slip treatment to surface,HIGH,2024-05-20,,OVERDUE,2024-04-22,
41026,2570,63646.0,,17773.0,5801,Replace worn equipment,MEDIUM,2024-06-25,2024-06-25,COMPLETED,2024-04-22,
41027,2570,63646.0,,17773.0,5800,Schedule professional inspection,MEDIUM,2024-06-25,,OVERDUE,2024-04-22,
41028,2571,63650.0,18295.0,,5804,Install guard rail or barrier,MEDIUM,2020-11-08,2020-10-29,COMPLETED,2020-09-15,
41029,2571,63650.0,18295.0,,5804,Update emergency procedures documentation,HIGH,2020-10-08,2020-09-24,COMPLETED,2020-09-15,
41030,2571,63652.0,18296.0,,5802,Apply anti-slip treatment to surface,MEDIUM,2021-05-10,2021-05-07,COMPLETED,2021-03-09,
41031,2571,63652.0,18296.0,,5804,Repair or replace damaged infrastructure,MEDIUM,2021-05-07,2021-04-13,COMPLETED,2021-03-09,
41032,2571,63652.0,18297.0,,5803,Review and update risk register,MEDIUM,2021-11-16,2021-11-16,COMPLETED,2021-09-16,
41033,2571,63656.0,18302.0,,5804,Install additional safety signage,MEDIUM,2024-05-08,,OVERDUE,2024-03-07,
41034,2571,63656.0,18304.0,,5804,Remove or trim vegetation creating hazard,HIGH,2025-03-26,2025-03-13,COMPLETED,2025-03-01,
41035,2571,63659.0,,17774.0,5802,Remove or trim vegetation creating hazard,LOW,2021-01-12,,OVERDUE,2020-10-10,
41036,2571,63659.0,,17774.0,5803,Remove or trim vegetation creating hazard,MEDIUM,2020-12-09,2020-11-11,COMPLETED,2020-10-10,
41037,2571,63659.0,,17774.0,5802,Replace worn equipment,HIGH,2020-11-09,,OVERDUE,2020-10-10,
41038,2571,63662.0,,17775.0,5802,Review and update risk register,MEDIUM,2021-09-08,2021-08-20,COMPLETED,2021-07-09,
41039,2571,63663.0,,17777.0,5804,Schedule professional inspection,MEDIUM,2021-06-24,2021-06-04,COMPLETED,2021-04-26,
41040,2571,63666.0,,17778.0,5804,Review and update risk register,HIGH,2022-04-21,2022-04-13,COMPLETED,2022-03-25,
41041,2571,63666.0,,17778.0,5803,Install guard rail or barrier,HIGH,2022-04-17,2022-04-13,COMPLETED,2022-03-25,
41042,2571,63669.0,,17781.0,5804,Review and update risk register,HIGH,2023-04-23,,IN_PROGRESS,2023-03-21,
41043,2571,63669.0,,17781.0,5803,Repair or replace damaged infrastructure,HIGH,2023-04-13,,OVERDUE,2023-03-21,
41044,2571,63671.0,,17783.0,5803,Engage contractor for specialist repair,LOW,2025-01-27,,OVERDUE,2024-10-23,
41045,2572,,18305.0,,5806,Install guard rail or barrier,LOW,2020-05-31,2020-05-25,COMPLETED,2020-03-04,
41046,2572,63673.0,18306.0,,5808,Conduct staff training on updated procedure,LOW,2020-12-21,,OVERDUE,2020-09-27,
41047,2572,63673.0,18306.0,,5805,Apply anti-slip treatment to surface,MEDIUM,2020-11-29,2020-11-13,COMPLETED,2020-09-27,
