site_id,site_name,street_address,suburb,town_city,postal_code,latitude,longitude,location,region,territorial_authority,education_region,urban_rural,school_type,school_definition,authority,total_roll,equity_index,status
2267,Whareorino School,8 Waikawau Beach Road ,Awakino,North Taranaki,4350.0,-38.471893,174.679813,POINT(174.679813 -38.471893),Waikato Region,Waitomo District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,8,525,Open
2268,Woodleigh School,85 Brois Street ,,New Plymouth,4310.0,-39.081566,174.066036,POINT(174.066036 -39.081566),Taranaki Region,New Plymouth District,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,429,437,Open
2330,Aberfeldy School,Parapara Highway ,,Whanganui,4573.0,-39.787142,175.261857,POINT(175.261857 -39.787142),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,14,568,Open
2332,Aokautere School,Fitzherbert East Road ,Aokautere,Palmerston North,4471.0,-40.363624,175.66447,POINT(175.66447 -40.363624),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,152,393,Open
2333,Apiti School,11 Bryce Street ,,Apiti,4771.0,-39.972505,175.873405,POINT(175.873405 -39.972505),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,14,488,Open
2334,Arahunga School,53 Konini Street ,Tawhero,Whanganui,4501.0,-39.933318,175.021474,POINT(175.021474 -39.933318),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Specialist School,Day Specialist,State,120,527,Open
2336,Aranui School (Wanganui),Aranui Avenue ,,Whanganui,4501.0,-39.930184,174.979866,POINT(174.979866 -39.930184),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,62,536,Open
2337,Ashhurst School,96 Cambridge Avenue ,,Ashhurst,4810.0,-40.290704,175.755127,POINT(175.755127 -40.290704),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Small urban area,Full Primary,,State,447,459,Open
2338,Awahou School,518 Pohangina Valley East Rd ,,Ashhurst,4884.0,-40.177357,175.811742,POINT(175.811742 -40.177357),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,40,461,Open
2339,Awapuni School (P North),18 Rochester Street ,Awapuni,Palmerston North,4412.0,-40.372503,175.587987,POINT(175.587987 -40.372503),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,100,531,Open
2341,Bainesse School,576 State Highway 56 ,,Palmerston North,4477.0,-40.408715,175.377492,POINT(175.377492 -40.408715),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,79,485,Open
2342,Brunswick School,15 Campbell Road ,,Whanganui,4571.0,-39.843836,175.024561,POINT(175.024561 -39.843836),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,107,474,Open
2343,Bulls School,Bridge Street ,,Bulls,4818.0,-40.168741,175.385156,POINT(175.385156 -40.168741),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Small urban area,Full Primary,,State,167,481,Open
2344,Bunnythorpe School,Baring Street ,,Bunnythorpe,4867.0,-40.282352,175.633029,POINT(175.633029 -40.282352),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,29,525,Open
2345,Carlton School,99A Carlton Avenue ,,Whanganui,4501.0,-39.93517,175.030805,POINT(175.030805 -39.93517),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,268,507,Open
2346,Castlecliff School,Polson Street ,Castlecliff,Whanganui,4501.0,-39.940475,174.992103,POINT(174.992103 -39.940475),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,153,535,Open
2348,Churton School,Burmah Street ,Aramoho,Whanganui,4500.0,-39.892353,175.083796,POINT(175.083796 -39.892353),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,119,516,Open
2349,Clifton School (Bulls),Clifton Street ,,Bulls,4818.0,-40.179671,175.378623,POINT(175.378623 -40.179671),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Small urban area,Full Primary,,State,141,487,Open
2350,Cloverlea School,55 Herbert Avenue ,Cloverlea,Palmerston North,4412.0,-40.345267,175.584798,POINT(175.584798 -40.345267),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,230,494,Open
2351,Te Kura Kaupapa Māori o Te Rau Toroa,378 Main South Road ,Fairfield,Dunedin,9018.0,-45.900146,170.410354,POINT(170.410354 -45.900146),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Composite,,State,89,527,Open
2352,Coley Street School,53 Coley Street ,,Foxton,4814.0,-40.475634,175.293132,POINT(175.293132 -40.475634),Manawatū-Whanganui Region,Horowhenua District,Wellington,Small urban area,Full Primary,,State,214,516,Open
2353,College Street Normal School,402 College Street ,Hokowhitu,Palmerston North,4410.0,-40.360635,175.619958,POINT(175.619958 -40.360635),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,591,409,Open
2354,Colyton School,Colyton Road ,,Feilding,4775.0,-40.226793,175.648672,POINT(175.648672 -40.226793),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,153,433,Open
2355,Durie Hill School,Portal Street ,Durie Hill,Whanganui,4500.0,-39.938774,175.074217,POINT(175.074217 -39.938774),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,188,463,Open
2356,Feilding Intermediate,95 East Street ,,Feilding,4740.0,-40.222731,175.578245,POINT(175.578245 -40.222731),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Medium urban area,Intermediate,,State,327,478,Open
2357,Fordell School,21 Budge Street ,,Fordell,4572.0,-39.959096,175.199485,POINT(175.199485 -39.959096),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,128,455,Open
2358,Foxton Beach School,10 Carthew Terrace ,,Foxton Beach,4815.0,-40.461327,175.226176,POINT(175.226176 -40.461327),Manawatū-Whanganui Region,Horowhenua District,Wellington,Small urban area,Full Primary,,State,105,507,Open
2359,Foxton School,Park Street ,,Foxton,4814.0,-40.468784,175.281985,POINT(175.281985 -40.468784),Manawatū-Whanganui Region,Horowhenua District,Wellington,Small urban area,Full Primary,,State,86,547,Open
2360,Glen Oroua School,200 Sansons Road ,,Palmerston North,4473.0,-40.330995,175.411627,POINT(175.411627 -40.330995),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,68,415,Open
2361,Gonville School,Gonville Avenue ,Gonville,Whanganui,4501.0,-39.943131,175.030564,POINT(175.030564 -39.943131),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,163,513,Open
2362,Halcombe Primary School,30 Monteith Street ,Halcombe,Feilding,4779.0,-40.147005,175.498388,POINT(175.498388 -40.147005),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,193,427,Open
2363,Te Kura o Wairau,45 Somerset Crescent ,Highbury,Palmerston North,4442.0,-40.352945,175.584622,POINT(175.584622 -40.352945),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,153,541,Open
2364,Hiwinui School,Watershed Road ,,Palmerston North,4470.0,-40.271459,175.702583,POINT(175.702583 -40.271459),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,131,415,Open
2365,Hokowhitu School,227 Albert Street ,,Palmerston North,4410.0,-40.357043,175.6297,POINT(175.6297 -40.357043),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,360,426,Open
2366,Hunterville Consolidated School,33 Bruce Street ,,Hunterville,4730.0,-39.935509,175.564246,POINT(175.564246 -39.935509),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,107,446,Open
2368,James Cook School,Mill Street ,,Marton,4710.0,-40.078508,175.373038,POINT(175.373038 -40.078508),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Small urban area,Full Primary,,State,145,499,Open
2369,Kai Iwi School,908 State Highway 3 ,Kai Iwi,Whanganui,4574.0,-39.851056,174.931957,POINT(174.931957 -39.851056),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,96,483,Open
2370,Kairanga School,1099 Kairanga-Bunnythorpe Road ,,Palmerston North,4475.0,-40.347704,175.533651,POINT(175.533651 -40.347704),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,150,449,Open
2371,Kaitieke School,1415 Kaitieke Road ,Kaitieke,Owhango,3990.0,-39.101155,175.272347,POINT(175.272347 -39.101155),Manawatū-Whanganui Region,Ruapehu District,Waikato,Rural other,Full Primary,,State,8,459,Open
2372,Kaitoke School (Wanganui),16 Concord Line ,,Whanganui,4572.0,-39.960891,175.100272,POINT(175.100272 -39.960891),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,113,453,Open
2374,Kakaramea School,2193 South Road ,,Patea,4598.0,-39.706672,174.446673,POINT(174.446673 -39.706672),Taranaki Region,South Taranaki District,"Taranaki, Whanganui, Manawatū",Rural other,Contributing,,State,62,457,Open
2375,Kakatahi School,4315 Parapara Road ,,Kakatahi,4573.0,-39.690565,175.335335,POINT(175.335335 -39.690565),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,14,526,Open
2377,TKKM o Tupoho,18 Cross Street ,Castlecliff,Whanganui,4501.0,-39.941397,174.995812,POINT(174.995812 -39.941397),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Composite,,State,178,549,Open
2378,Keith Street School,38 Keith Street ,,Whanganui,4500.0,-39.922316,175.046264,POINT(175.046264 -39.922316),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,171,528,Open
2379,Kimbolton School,Flyger Street ,,Kimbolton,4774.0,-40.053459,175.778381,POINT(175.778381 -40.053459),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,47,453,Open
2382,Kiwitea School,7 Perry Line ,,Kiwitea,4777.0,-40.107762,175.721275,POINT(175.721275 -40.107762),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,64,455,Open
2383,TKKM o Ngati Ruanui,245 South Road ,,Hāwera,4640.0,-39.593946,174.278736,POINT(174.278736 -39.593946),Taranaki Region,South Taranaki District,"Taranaki, Whanganui, Manawatū",Small urban area,Composite,,State,139,531,Open
2384,Te Kura o Kokohuia,36 Matipo Street ,Castlecliff,Whanganui,4501.0,-39.943697,175.004318,POINT(175.004318 -39.943697),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Composite,,State,230,532,Open
2385,Kopane School,Rongotea Road ,,Palmerston North,4476.0,-40.310271,175.487357,POINT(175.487357 -40.310271),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,40,447,Open
2386,Linton Camp School,Puttick Road ,,Linton Camp,4820.0,-40.411656,175.591489,POINT(175.591489 -40.411656),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Full Primary,,State,147,482,Open
2388,Longburn School,4A Carey Street ,Longburn,Palmerston North,4412.0,-40.38489,175.543012,POINT(175.543012 -40.38489),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,80,489,Open
2389,Lytton Street School,Lytton Street ,,Feilding,4702.0,-40.218404,175.576842,POINT(175.576842 -40.218404),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Medium urban area,Contributing,,State,570,478,Open
2390,Manchester Street School,160 Manchester Street ,,Feilding,4702.0,-40.222117,175.560692,POINT(175.560692 -40.222117),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Medium urban area,Contributing,,State,381,449,Open
2391,Mangamahu Primary School,46 Kowhai Street ,,Mangamahu,4586.0,-39.81776,175.362156,POINT(175.362156 -39.81776),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,6,553,Open
2392,Mangaweka School,5 Raumaewa Road ,,Mangaweka,4746.0,-39.80756,175.790341,POINT(175.790341 -39.80756),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,44,458,Open
2393,Manunui School,140 Totara Street State Highway 4 ,,Taumarunui,3924.0,-38.888887,175.323172,POINT(175.323172 -38.888887),Manawatū-Whanganui Region,Ruapehu District,Waikato,Small urban area,Full Primary,,State,136,508,Open
2395,St Marcellin School (Wanganui),Totara Street ,,Whanganui,4501.0,-39.937475,175.015339,POINT(175.015339 -39.937475),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Full Primary,,State : Integrated,52,504,Open
2396,Marton Junction School,Alexandra Street ,,Marton,4741.0,-40.087932,175.38788,POINT(175.38788 -40.087932),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Small urban area,Full Primary,,State,89,529,Open
2397,Marton School,Hereford Street ,,Marton,4710.0,-40.070855,175.381026,POINT(175.381026 -40.070855),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Small urban area,Full Primary,,State,202,491,Open
2398,Mataroa School,30 Rongoiti Road ,,Taihape,4791.0,-39.651711,175.720986,POINT(175.720986 -39.651711),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,57,467,Open
2400,Milson School,Rutland Place ,Milson,Palmerston North,4414.0,-40.331728,175.612512,POINT(175.612512 -40.331728),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,334,486,Open
2401,Moawhango School,Te Moehau Road ,,Moawhango,4792.0,-39.580871,175.861438,POINT(175.861438 -39.580871),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,28,489,Open
2402,Monrad - Te Kura Waenga o Tirohanga,228 Botanical Road ,,Palmerston North,4443.0,-40.362752,175.592658,POINT(175.592658 -40.362752),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Intermediate,,State,334,517,Open
2403,Mosston School,211 Mosston Road ,Westmere,Whanganui,4501.0,-39.920256,175.011623,POINT(175.011623 -39.920256),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Rural other,Contributing,,State,173,444,Open
2404,Mount Biggs School,707 Sandon Road ,,Feilding,4779.0,-40.200444,175.481579,POINT(175.481579 -40.200444),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,110,415,Open
2405,National Park School,Carroll Street ,,National Park,3948.0,-39.172556,175.397776,POINT(175.397776 -39.172556),Manawatū-Whanganui Region,Ruapehu District,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,32,424,Open
2406,Newbury School,Rangitikei Line ,,Palmerston North,4475.0,-40.315383,175.57127,POINT(175.57127 -40.315383),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,198,445,Open
2407,Ngamatapouri School,Waitotara Valley Road ,,Waitotara,4588.0,-39.586433,174.839978,POINT(174.839978 -39.586433),Taranaki Region,South Taranaki District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,3,477,Open
2409,North Street School,52 North Street ,,Feilding,4702.0,-40.214048,175.567391,POINT(175.567391 -40.214048),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Medium urban area,Full Primary,,State,345,506,Open
2410,Ohakune School,Arawa Street ,,Ohakune,4625.0,-39.414808,175.406211,POINT(175.406211 -39.414808),Manawatū-Whanganui Region,Ruapehu District,"Taranaki, Whanganui, Manawatū",Small urban area,Full Primary,,State,262,472,Open
2412,Okoia School,645 No 3 Line ,Okoia,Whanganui,4582.0,-39.924427,175.12551,POINT(175.12551 -39.924427),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,52,537,Open
2413,Orautoha School,16 Pukekaha Road ,,Orautoha,4696.0,-39.329008,175.234524,POINT(175.234524 -39.329008),Manawatū-Whanganui Region,Ruapehu District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,48,524,Open
2414,Oroua Downs School,State Highway 1 ,,Foxton,4891.0,-40.374304,175.319996,POINT(175.319996 -40.374304),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,87,473,Open
2416,Our Lady of Lourdes School (P North),96 Shamrock Street ,Takaro,Palmerston North,4443.0,-40.362046,175.595603,POINT(175.595603 -40.362046),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State : Integrated,149,422,Open
2417,Ōwhango School,Ohorere Street ,,Owhango,3990.0,-38.997471,175.379644,POINT(175.379644 -38.997471),Manawatū-Whanganui Region,Ruapehu District,Waikato,Rural settlement,Full Primary,,State,69,471,Open
2418,Central Normal School,201 Featherston Street ,,Palmerston North,4410.0,-40.35089,175.60348,POINT(175.60348 -40.35089),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,462,491,Open
2419,Palmerston North Intermediate,56 Linton Street ,,Palmerston North,4410.0,-40.361293,175.610019,POINT(175.610019 -40.361293),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Intermediate,,State,749,426,Open
2420,Papanui Junction School,7471A Turakina Valley Road ,,Taihape,4791.0,-39.67698,175.543286,POINT(175.543286 -39.67698),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,10,453,Open
2424,Parkland School (P North),41 Parkland Crescent ,,Palmerston North,4410.0,-40.350794,175.640595,POINT(175.640595 -40.350794),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,312,443,Open
2428,Pukeokahu School,84 Matawhero Road ,,Pukeokahu,4792.0,-39.615968,176.00161,POINT(176.00161 -39.615968),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,5,500,Open
2429,Raetihi Primary School,24 Grey Street ,,Raetihi,4632.0,-39.431444,175.278645,POINT(175.278645 -39.431444),Manawatū-Whanganui Region,Ruapehu District,"Taranaki, Whanganui, Manawatū",Small urban area,Full Primary,,State,89,516,Open
2436,Whare Kura Morehu ō Ratana,Kiatere Street ,,Ratana,4581.0,-40.036629,175.175514,POINT(175.175514 -40.036629),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Rural settlement,Composite,,State,61,534,Open
2437,Riverdale School (P North),95 Slacks Road ,Awapuni,Palmerston North,4445.0,-40.377704,175.594325,POINT(175.594325 -40.377704),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,366,426,Open
2438,Rongotea School,Tyne Street ,,Rongotea,4865.0,-40.294796,175.42905,POINT(175.42905 -40.294796),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,140,470,Open
2439,Roslyn School,Kipling Street ,Roslyn,Palmerston North,4414.0,-40.330165,175.633244,POINT(175.633244 -40.330165),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Full Primary,,State,394,518,Open
2440,Ross Intermediate,25 Freyberg Street ,,Palmerston North,4414.0,-40.33882,175.625551,POINT(175.625551 -40.33882),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Intermediate,,State,440,473,Open
2441,Russell Street School,Russell Street ,,Palmerston North,4414.0,-40.339985,175.613127,POINT(175.613127 -40.339985),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,323,429,Open
2442,Te Kura Waenga O Rutherford | Rutherford Intermediate School,32 Toi Street ,Tawhero,Whanganui,4501.0,-39.934177,175.019272,POINT(175.019272 -39.934177),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Intermediate,,State,140,539,Open
2443,Sanson School,Main Highway North ,,Sanson,4817.0,-40.222301,175.423332,POINT(175.423332 -40.222301),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,24,470,Open
2445,TKKM o Ngati Kahungunu Ki Heretaunga,139 Stock Road ,Flaxmere,Hastings,4175.0,-39.642661,176.786401,POINT(176.786401 -39.642661),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Rural other,Composite,,State,241,552,Open
2446,South Makirikiri School,945 Makirikiri Road ,,Marton,4789.0,-40.086722,175.309685,POINT(175.309685 -40.086722),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,149,444,Open
2447,St Anne's School (Wanganui),Raine Street ,Whanganui East,Whanganui,4500.0,-39.9201,175.067237,POINT(175.067237 -39.9201),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Full Primary,,State : Integrated,219,459,Open
2449,St James' Catholic School Te Kura Katorika o Hato Heemi,304 Albert Street ,Hokowhitu,Palmerston North,4410.0,-40.360796,175.631896,POINT(175.631896 -40.360796),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State : Integrated,141,410,Open
2450,St Johns Hill School,Parkes Avenue ,,Whanganui,4501.0,-39.917144,175.030662,POINT(175.030662 -39.917144),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,404,416,Open
2451,St Joseph's School (Feilding),60 Derby Street ,,Feilding,4702.0,-40.220514,175.570778,POINT(175.570778 -40.220514),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Medium urban area,Full Primary,,State : Integrated,73,435,Open
2452,St Joseph's School (Patea),15 Suffolk Street ,,Patea,4520.0,-39.759256,174.478232,POINT(174.478232 -39.759256),Taranaki Region,South Taranaki District,"Taranaki, Whanganui, Manawatū",Small urban area,Contributing,,State : Integrated,5,544,Open
2453,St Joseph's School (Taihape),27 Rauma Road ,,Taihape,4720.0,-39.685445,175.809243,POINT(175.809243 -39.685445),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Small urban area,Full Primary,,State : Integrated,78,435,Open
2454,St Mary's School (Wanganui),30 London Street ,,Whanganui,4500.0,-39.912234,175.04975,POINT(175.04975 -39.912234),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Full Primary,,State : Integrated,241,469,Open
2455,St Mary's School (Foxton),Johnston Street ,,Foxton,4814.0,-40.476827,175.284335,POINT(175.284335 -40.476827),Manawatū-Whanganui Region,Horowhenua District,Wellington,Small urban area,Full Primary,,State : Integrated,39,509,Open
2456,St Matthew's School (Marton),25 Ross Street ,,Marton,4710.0,-40.074857,175.376604,POINT(175.376604 -40.074857),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Small urban area,Full Primary,,State : Integrated,55,484,Open
2457,St Mary's School (P North),69A Ruahine Street ,Roslyn,Palmerston North,4414.0,-40.338749,175.622461,POINT(175.622461 -40.338749),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State : Integrated,222,389,Open
2460,Takaro School,Brighton Crescent ,,Palmerston North,4412.0,-40.359755,175.590336,POINT(175.590336 -40.359755),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Full Primary,,State,202,534,Open
2461,Tangimoana School,19 Punga Street ,,Tangimoana,4822.0,-40.296121,175.2492,POINT(175.2492 -40.296121),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,16,535,Open
2462,Taonui School,Waughs Road ,,Feilding,4775.0,-40.256719,175.599626,POINT(175.599626 -40.256719),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,147,462,Open
2463,Taoroa School,43 Pukeokahu Road ,,Taihape,4793.0,-39.692148,175.942396,POINT(175.942396 -39.692148),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,44,518,Open
2465,Tawhero School,Totara Street ,,Whanganui,4501.0,-39.936406,175.015497,POINT(175.015497 -39.936406),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,176,547,Open
2466,Terrace End School,201 Ruahine Street ,Terrace End,Palmerston North,4441.0,-40.34576,175.627034,POINT(175.627034 -40.34576),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,215,505,Open
2467,Turitea School,208 Old West Road ,,Tiritea,4472.0,-40.401262,175.619913,POINT(175.619913 -40.401262),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Contributing,,State,132,403,Open
2468,Turakina School,State Highway 3 ,,Turakina,4581.0,-40.049299,175.216025,POINT(175.216025 -40.049299),Manawatū-Whanganui Region,Rangitikei District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,30,508,Open
2469,Upokongaro School,State Highway 4 ,Upokongaro,Whanganui,4573.0,-39.866199,175.113684,POINT(175.113684 -39.866199),Manawatū-Whanganui Region,Whanganui District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,91,524,Open
2472,Waiouru School,Ruapehu Street ,,Waiouru,4826.0,-39.468546,175.673128,POINT(175.673128 -39.468546),Manawatū-Whanganui Region,Ruapehu District,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,93,484,Open
2474,Waitotara School,Severn Street ,,Waitotara,4549.0,-39.804515,174.736281,POINT(174.736281 -39.804515),Taranaki Region,South Taranaki District,"Taranaki, Whanganui, Manawatū",Rural settlement,Full Primary,,State,41,496,Open
2475,Waituna West School,Waituna Valley Road ,,Feilding,4779.0,-40.041349,175.642707,POINT(175.642707 -40.041349),Manawatū-Whanganui Region,Manawatu District,"Taranaki, Whanganui, Manawatū",Rural other,Full Primary,,State,48,439,Open
